@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
-0.387,-0.015,-0.095,4
-0.022,0.094,-0.042,5
-0.194,-0.396,0.559,5
0.635,0.369,-0.284,5
-0.035,-0.133,-0.22,5
0.259,0.159,0.314,5
-0.417,-0.029,-0.971,5
0.597,-0.248,0.028,5
0.348,-0.08,0.538,5
-0.051,-0.115,0.01,5
0.42,1.031,-2.362,5
0.257,0.4,0.044,5
-0.403,-0.114,-0.002,5
-0.4,0.279,-1.285,6
0.288,-0.252,-0.005,5
0.291,0.421,-0.078,5
0.628,-0.791,0.136,5
0.047,-0.92,1.436,5
0.286,0.205,-0.018,5
-0.04,0.016,0.097,5
-0.088,0.022,0.001,4
-0.071,0.132,-0.105,4
-1.416,-0.656,-0.29,5
-0.754,-0.357,-0.485,5
-0.315,-0.146,-0.348,5
0.046,-0.097,0.033,5
-0.61,0.574,-0.068,5
0.204,0.07,-0.025,5
0.074,-0.065,0.092,5
-0.474,-0.413,-0.875,5
0.146,0.194,0.004,5
-0.023,0.048,-0.033,5
-0.075,-0.884,-0.028,5
-0.005,0.436,0.466,5
0.269,-0.068,0.004,5
-0.306,-0.207,-0.009,5
-0.262,0.707,-0.672,5
-0.44,0.126,-0.022,5
0.714,0.11,-0.196,5
-0.358,-0.206,-0.028,6
-0.222,-0.115,0,5
-0.092,-0.039,-0.029,5
-0.373,-0.082,0.076,4
0.087,-0.318,0.044,5
0.281,-0.14,0.081,5
0.968,0.79,-0.031,6
-0.418,0.782,-1.161,5
0.11,-0.116,0.017,5
-1.075,-0.096,-1.927,5
-0.336,-0.239,0.025,5
-0.059,0.189,-0.041,5
-0.858,-0.569,2.127,5
-0.742,-0.787,0.176,5
-0.042,0.236,0.191,5
-0.427,0.211,-0.033,5
-0.072,0.17,1.329,5
0.029,0.109,0.017,5
0.151,-0.547,0.068,5
-0.647,-0.45,-0.435,5
-0.294,-0.208,0.019,5
-1.251,-0.398,-0.87,5
0.396,-0.169,0.018,5
0.162,-0.121,0.006,5
-0.338,-0.575,0.487,5
0.09,-0.162,-0.021,4
-0.053,0.029,0.013,5
-0.287,0.248,0.113,5
-0.407,0.392,0.441,5
-0.001,-0.028,0.027,5
0.024,0.143,0.372,5
0.011,-0.006,0.099,5
0.232,-0.247,0.085,6
0.041,-0.224,0.014,5
-0.45,-0.031,-0.027,5
-0.175,-0.247,-0.001,4
-1.263,-0.15,-0.859,5
0.094,0.565,-0.241,5
-0.384,-0.178,0.042,5
-0.745,-0.723,-0.098,5
0.45,-0.1,-0.028,6
0.175,0.003,0.082,5
-0.91,0.432,-2.501,5
-0.77,0.139,-1.608,5
-0.892,0.365,-0.944,5
-0.119,-0.118,-0.039,4
-0.11,-0.064,0.004,5
0.129,0.208,0.053,5
0.315,0.104,0.016,5
-0.349,0.337,0.011,5
-0.515,0.509,-0.032,5
-0.146,0.209,0.032,5
0.053,-0.528,0.001,5
-0.125,0.168,-0.085,5
0.465,0.205,-0.008,6
-0.019,-0.031,0.051,5
0.58,0.681,-0.434,5
1.491,0.167,1.077,5
-0.126,0.11,0.056,5
0.212,0.468,0.223,5
-0.017,0.355,0.028,5
0.081,0.221,0.02,6
0.255,0.345,0.015,5
-0.075,0.187,-0.022,4
-0.12,-0.323,-0.21,5
0.319,0.162,0,5
0.602,0.002,-0.01,5
0.08,0.059,0.035,5
0.239,0.285,-0.602,5
-0.145,0.345,0.036,5
-0.338,-0.707,0.313,5
0.653,-0.219,0.717,5
-0.429,0.013,-0.017,5
0.11,0.007,0.016,5
0.135,0.01,0.06,5
0.012,-0.026,-0.01,5
0.382,-0.311,0.012,5
0.423,-0.196,1.974,5
0.573,-0.534,0.799,5
-0.113,0.476,-0.081,5
-0.018,-0.097,-0.007,5
-0.163,-0.058,-0.04,5
-0.269,-0.047,0.203,5
-0.102,0.259,-0.094,5
-0.263,0.173,0.007,5
0.473,0.084,0.36,5
-0.167,0.016,-0.029,5
0.578,0.284,-0.375,6
-0.361,0.019,0.036,6
0.209,-0.371,0.11,5
0.142,0.05,-0.126,5
0.498,0.392,-0.021,5
0.218,0.001,0.016,5
-0.083,-0.097,0.03,5
-0.548,-0.116,0.029,5
0.176,-0.058,0.271,5
-0.197,-0.098,-2.608,6
-0.034,0.115,0.011,5
-0.538,-0.186,-0.041,5
0.166,-0.226,-0.148,4
0.296,-0.269,0.013,5
-0.132,0.038,0.035,5
0.014,0.809,0.028,5
-0.004,0.266,-0.029,5
-0.225,0.087,0.586,5
0.368,-0.177,-0.418,5
0.43,-0.193,0.875,5
-0.038,-0.13,-0.001,5
-0.399,-0.078,0.015,5
0.378,0.312,-0.012,5
-0.402,-0.186,-0.026,5
-0.541,-0.056,-0.443,6
0.798,-0.59,0.02,5
-0.374,0.34,-0.01,5
-0.254,0.353,-0.049,5
-0.006,0.079,0.013,5
-0.246,0.466,-0.024,5
0.261,0.728,0.014,5
-0.51,-0.736,0.417,5
0.278,0.124,-0.035,5
0.032,0.279,0.029,5
-0.122,0.605,-0.149,5
-0.18,0.327,0,5
-0.421,-0.322,-0.077,5
-0.106,-0.059,-0.034,5
0.123,0.016,0.345,4
-0.726,0.073,-0.01,5
-0.03,0.352,-0.005,5
0.592,0.332,-0.136,5
-0.785,0.435,-2.186,5
-0.31,-0.079,0.072,5
0.722,0.388,-0.022,5
0.076,-0.582,0.031,5
0.054,-0.114,0,6
-0.019,-0.111,0.003,5
0.139,0.015,0.014,5
0.136,0.042,-0.07,5
0.137,0.342,0.04,5
0.168,0.265,-0.034,5
0.084,0.025,-0.047,5
0.105,0.138,0.058,5
0.05,0.084,0.008,5
-0.084,-0.186,0.004,5
-0.134,-0.253,-0.065,5
0.768,0.49,-0.736,5
0.159,0.099,0.016,5
-0.145,-0.14,-0.029,5
0.294,0.069,0.005,5
0.535,-0.559,-0.002,5
0.149,0.282,0.02,5
-0.221,-0.022,0.029,5
-0.269,0.309,-0.053,5
-0.127,-0.052,0.024,5
-0.003,-0.014,0.567,5
0.055,-0.963,1.986,5
-0.058,-0.358,0.176,5
0.89,0.485,-0.701,5
0.204,-0.018,0.024,5
0.346,-0.124,0.404,5
-0.256,-0.06,0.052,5
-0.163,-0.152,-0.042,5
-0.212,0.332,-0.037,5
-0.008,-0.122,-0.001,5
0.38,-0.646,0.138,5
-0.641,0.307,0.007,4
0.125,0.137,0.044,5
0.137,0.148,-0.019,5
0.032,0.132,-0.015,4
-0.101,-0.011,0.029,5
-0.343,0.101,-0.009,5
-0.097,0.196,-0.042,5
-0.372,-1.155,2.898,5
-0.704,0.023,0.168,5
-0.039,-0.762,-0.011,5
0.274,0.343,0.096,5
0.089,0.249,-0.022,5
0.091,0,0.029,5
-0.344,-0.173,0.023,5
0.268,0.551,-0.032,6
-0.131,0.348,-0.055,5
-0.73,0.176,-0.687,5
0.181,0.333,-0.001,5
0.022,0.18,-0.018,5
-0.158,-1.022,2.723,5
0.12,0.36,0.037,5
-0.737,-0.258,-0.031,5
-0.054,-0.928,1.699,5
0.5,0.386,-0.516,5
0.965,0.547,-1.035,5
0.214,0.229,-0.047,5
0.534,-0.815,0.367,5
0.417,-0.235,0.177,6
0.048,-0.122,-1.215,5
-0.233,0.09,0.015,5
0.018,0.111,-0.016,5
0.082,-0.419,0.01,5
-0.037,0.046,0.013,5
-0.378,-1.838,3.418,5
-0.643,-0.374,-0.479,5
-0.162,-0.119,-0.014,5
0.265,0.154,-0.026,5
-0.186,0.088,-0.037,5
0.307,-0.105,-0.002,5
0.217,-0.012,0.021,5
-0.072,-0.295,-0.778,5
-0.055,-0.024,-0.029,5
0.09,0.122,-0.069,5
0.194,-0.128,0.02,5
0.043,0.021,-0.13,5
-0.239,-0.03,-0.014,5
0.297,-0.26,0.271,5
-0.093,-0.026,-0.036,5
-0.466,0.288,-1.428,5
0.536,-0.009,-0.042,5
0.064,0.393,-0.646,5
-0.418,-0.537,-0.315,5
0.516,0.025,0,5
0.377,-0.726,3.84,5
0.143,-0.03,0.023,5
0.565,0.242,-0.181,5
0.407,-0.219,0.311,5
0.506,0.069,0.22,5
-0.147,-0.037,-0.11,5
-0.041,0.442,0.04,5
-0.611,-0.086,-0.126,5
0.306,0.035,-0.012,5
-0.076,0.268,-0.019,5
-0.721,-0.574,1.639,5
-0.476,-0.561,-0.017,5
-0.27,-1.21,2.098,5
-0.216,0.431,-0.028,5
0.232,0.187,-0.013,5
0.286,0.079,0.326,5
-0.596,-0.707,-0.008,5
0.28,-0.182,0.76,6
0.055,0.172,-0.008,5
-0.022,0.021,0.058,6
-0.573,-0.048,-0.038,5
-0.874,-1.507,2.753,5
-0.032,0.234,0,5
-0.88,0.057,-1.011,5
-0.026,0.499,0.078,5
-0.046,0.093,0,5
0.346,0.293,-0.139,4
0.425,0.211,0.021,4
-0.389,-0.05,-0.321,6
-0.205,0.144,-0.043,5
-0.285,-0.067,0.091,5
0.007,-0.087,0.034,5
0.284,-0.499,-0.021,5
0.03,-0.114,0.094,5
-0.027,0.03,0.007,6
0.037,0.179,0.138,6
0.017,-0.943,1.067,6
0.609,-0.855,-0.002,5
0.182,0.158,-0.045,4
0.191,0.456,-0.725,5
-0.342,-0.507,0.021,5
-0.648,-0.219,-0.983,5
0.45,0.465,-0.033,5
0.018,-0.158,0.018,5
-0.444,0.338,0.039,5
-0.05,0.516,0.019,6
0.048,-0.118,-0.003,5
0.82,-0.908,1.799,5
0.277,0.233,0.01,5
-0.094,-0.504,0.079,5
-0.332,0.404,-1.005,4
0.167,-0.828,0.788,5
-0.182,0.208,-1.305,5
0.287,-0.363,0.116,5
0.2,-0.147,-0.263,5
-0.024,0.089,-0.081,5
-0.294,0.25,-0.026,5
-0.134,-0.442,-0.167,5
-0.493,-0.607,0.051,4
0.481,0.174,-0.284,5
-0.246,-1.411,2.304,5
-0.223,0.162,0.054,5
0.021,-0.169,0.091,5
0.57,0.037,-0.124,5
-1.228,-1.304,-0.234,6
0.001,0.304,0.564,5
0.499,-0.727,1.823,6
0.022,-0.097,-0.037,5
0.12,0.153,0.002,4
-0.145,-0.55,0.955,6
0.142,-0.137,-0.008,6
-0.348,-1.16,2.404,5
-0.143,-0.184,0.006,5
0.21,0.392,-0.918,5
-0.237,0.262,-0.004,5
-0.789,0.189,0.138,5
0.078,-0.239,0.052,5
-0.247,-0.655,-0.133,5
0.072,-0.238,-0.024,5
-0.1,0.151,0.024,5
0.09,-0.024,0.606,5
0.479,-0.602,0.191,5
0.051,-0.243,-0.022,5
0.506,-0.2,0.069,5
-0.234,0.719,0.142,5
-0.122,-0.099,0.024,5
0.062,0.008,0.007,5
0.235,0.296,-0.026,5
-0.522,0.166,-0.009,5
0.454,0.246,0.187,5
0.335,-0.617,-0.012,5
0.09,0.101,-0.014,6
0.372,-0.274,-0.134,5
-0.22,-0.138,0,5
-0.314,0.099,0.206,5
0.322,-0.339,-0.412,5
0.036,-0.66,1.99,5
0.197,0.354,-0.037,5
-0.07,-0.168,0.008,5
0.493,0.781,-1.99,5
0.639,-1.188,4.417,5
0.277,0.157,-0.313,5
0.092,0.054,0.339,6
0.391,-0.104,0.288,6
-0.629,-0.217,-0.614,5
0.358,0.016,-0.179,5
-0.32,-0.314,-0.846,5
-0.67,-0.65,-0.114,5
-0.377,-0.628,1.164,5
-0.342,-0.168,-0.01,5
0.025,-0.066,0.025,4
0.02,-0.055,-0.026,5
-0.428,0.107,0.023,5
0.127,0.429,-0.06,4
0.603,-0.373,0.735,5
-0.094,-1.013,0.02,4
-0.061,0.283,0.005,4
-0.163,0.197,-0.021,5
-0.233,-0.255,-0.087,5
-0.215,0.121,0.026,5
-0.171,0.033,-0.078,5
0.015,0.194,0.08,5
-0.084,0.09,-0.013,5
0.139,-0.261,0.051,5
-0.243,0.191,-0.071,5
0.177,-0.164,0.091,5
-0.181,0.392,-0.05,5
-0.342,-0.055,0.05,5
0.349,0,0.615,4
0.337,-0.729,1.324,5
-0.487,0.629,-0.739,4
-0.405,0.18,-0.02,5
-0.039,0.241,0.091,6
0.472,0.221,0.145,5
-0.604,0.195,-0.048,5
0.014,0.03,0.084,5
1.244,0.691,-0.465,5
-0.165,0.31,-0.019,5
-0.903,-1.286,1.949,5
-0.01,0.494,-0.276,5
-0.023,0.024,1.068,5
-0.462,0.394,0.144,5
0.066,0.104,-1.608,5
0.066,-0.159,0.071,5
0.351,0.349,-0.063,5
-0.295,0.335,-0.044,5
0.281,0.252,0.003,5
-0.187,-0.701,0.888,6
0.752,0.269,-0.702,5
0.203,-0.06,0.141,5
0.036,0.495,0.037,5
0.047,-0.152,0.107,5
-0.239,-0.078,-0.039,5
-0.078,-0.013,-0.012,5
0.197,0.271,-0.05,5
0.192,0.164,-0.019,5
0.543,-0.336,0.539,5
0.063,0.266,-0.015,5
0.054,-0.048,0.024,4
0.161,0.098,0.014,5
0.696,-0.271,-0.099,5
-0.023,0.231,-0.01,5
-0.011,0.581,0.052,5
0.072,0.053,-0.002,5
0.089,0.22,0.073,5
0.133,-0.129,0.03,6
-0.003,0.066,0.051,5
0.015,0.221,0.125,5
-0.175,0.236,0.029,5
-0.229,-0.922,1.224,5
0.14,-0.016,0.377,5
0.46,-0.506,0.301,5
0.013,-0.035,-0.027,5
-0.383,0.347,-0.032,5
0.062,-0.165,0.067,5
-0.119,0.094,-0.033,5
-0.407,0.106,-0.018,5
0.122,-0.398,-0.306,5
-0.264,-0.274,0.048,5
-0.052,-0.276,0.029,6
0.087,-0.589,0.015,6
-0.172,-0.261,-0.041,5
-0.486,-0.998,3.456,5
-0.154,0.006,0.088,5
0.007,0.122,0.011,5
0.21,-0.176,0.137,5
0.251,0.063,0.039,5
-0.272,0.172,-0.097,5
0.201,0.327,0.024,5
-0.057,-0.055,-0.041,5
-0.328,0.588,-1.438,5
-0.027,-0.333,0.012,5
-0.005,-0.236,-0.014,5
0.08,0.192,-0.004,5
-0.076,-0.182,0.182,5
0.944,-0.013,-0.021,5
-0.31,0.147,0,5
0.532,0.207,0.205,6
-0.228,0.134,0.016,6
-0.053,-0.004,0.015,5
-0.457,-0.197,-0.007,4
0.135,0.238,-0.158,5
-0.151,0.086,0.015,5
0.083,-0.114,0.032,5
0.039,0.004,0.029,5
0.315,0.622,-2.401,5
-0.116,-0.09,-0.002,6
0.072,0.467,0.033,5
-0.082,-0.29,-0.053,5
0.649,0.341,0.271,5
-0.198,0.072,-0.033,5
-0.183,-1.532,2.532,6
-0.217,-0.15,-0.019,5
0.31,0.089,0.204,5
-0.112,0.347,0.008,5
-0.074,-0.036,0.004,4
0.349,0.316,-0.032,5
-0.107,-0.024,0.038,5
0.058,0.012,0.125,4
0.153,0.213,0.041,5
0.087,0.362,-1.479,5
0.156,0.333,0.032,5
0.309,-0.832,-0.03,5
0.798,0.316,0.628,6
0.101,-0.244,-0.008,5
0.615,0.076,0.052,6
0.998,-0.395,0.293,5
0.145,0.026,0.022,5
0.249,0.676,-1.918,5
-0.482,0.265,0.013,6
0.049,0.478,-0.5,5
-0.028,-0.103,-0.009,5
-0.341,0.232,0.02,5
0.012,0.642,-0.075,5
-0.881,-0.728,0.102,4
-0.067,0.396,-0.559,5
-0.498,-0.277,0.016,5
0.33,-0.111,0.02,4
0.002,-0.455,0.002,5
-0.265,0.016,-0.05,5
-0.178,-0.197,-0.195,5
0.479,0.268,-0.019,5
-0.622,0.249,-0.048,5
-0.193,-0.232,0.049,5
0.448,0.255,0.013,5
0.291,0.286,0.039,5
0.276,0.507,-0.039,5
-0.061,-0.143,0.051,5
-0.378,0.373,0.004,5
0.284,0.395,-0.018,5
-0.22,0.268,-0.045,5
-0.889,-0.34,-1.35,5
0.044,-0.173,-0.009,5
0.176,-0.133,0.105,5
-0.572,0.268,0.027,6
0.391,0.584,-0.705,5
-1.163,-0.342,-0.729,5
0.061,0.11,-0.039,5
-0.103,-0.533,0.043,5
0.083,0.076,0.115,5
-0.065,0.153,1.166,6
0.872,-0.4,0.02,5
0.441,-0.169,0.214,5
0.212,0.267,-0.007,5
-0.124,-0.019,0.002,5
0.017,0.359,0.02,5
0.038,-0.163,0.008,5
0.334,0.267,-0.015,5
-0.436,0.133,-0.05,5
-0.107,-0.329,0.217,5
-0.313,-0.033,-0.043,5
-0.492,-0.023,-0.047,5
0.526,0.146,-0.07,5
-0.261,-0.207,0.543,5
-0.265,-0.187,-0.007,5
-0.078,0.004,-0.94,5
-0.182,0.33,0.062,5
-0.646,-0.969,-0.031,5
-0.912,0.327,-2.039,5
-0.088,-0.365,0.411,5
0.38,-1.004,0.824,5
-0.214,0.628,-0.139,5
0.586,0.065,-0.009,5
0.421,0.619,-0.1,5
-0.095,-0.154,0.054,5
-0.344,0.518,-0.132,6
0.008,0.622,0.607,5
-0.181,0.127,-0.449,5
-0.04,0.014,0.05,5
-0.178,0.162,-0.043,5
0.165,0.042,0.116,5
0.643,-0.11,0.059,5
-0.3,-0.401,-0.033,5
-0.059,0.088,-0.057,5
0.272,0.041,0.029,6
0.177,0.244,0.011,5
-0.012,0.404,-0.006,5
0.064,0.298,0.115,6
0.193,0.552,-0.479,5
-0.08,0.001,0,5
0.178,0.248,-0.979,5
-0.746,-0.505,0.132,5
-0.933,-0.039,0.194,5
-0.24,-0.274,-0.024,5
-0.116,0.239,-0.082,5
0.104,-0.176,0.021,5
0.22,0.287,0.047,5
-0.181,-0.57,0,5
0.241,0.19,-0.04,5
0.105,0.018,0.008,5
-0.14,-0.131,0.034,5
-0.009,0.177,-0.019,5
0.044,0.065,-0.046,5
-0.352,-0.01,-0.035,5
-0.045,0.085,0.007,5
-0.226,0.18,-0.056,5
0.07,-0.1,0.143,5
0.111,0.043,-0.003,5
0.061,0.034,0.046,5
-0.024,0.036,0.025,4
-0.332,-0.051,-0.011,5
-0.141,-0.121,-0.056,5
0.059,-0.143,0.066,5
0.101,-0.088,-0.019,5
0.399,0.27,-0.012,5
0.328,-0.143,0.06,5
0.057,0.108,0.046,5
0.962,0.289,-0.412,5
-0.206,0.014,0.034,5
-0.671,0.036,-0.033,5
-0.062,-0.022,0.034,5
-0.705,-0.486,-0.175,5
0.082,-0.349,0.051,4
0.035,-0.478,0.153,5
0.28,0.015,0.028,5
-0.523,0.127,-0.033,5
-0.523,0.525,-0.082,6
-0.039,0.071,-0.013,5
0.168,-0.607,0.12,5
-0.436,0.313,-0.054,5
0.904,-0.016,-0.911,5
-0.036,0.034,-0.003,5
-0.188,0.622,-0.084,6
0.173,-0.054,0.086,6
-0.427,-0.282,-0.515,6
-0.187,0.323,0,5
0.059,-0.066,0.279,5
-0.156,-0.435,-0.087,5
0.032,-0.377,-0.074,5
0.157,-0.056,0.626,5
0.289,0.026,0.025,5
0.161,0.143,-0.013,5
0.314,0.163,-0.027,5
-0.341,-0.209,-0.027,5
-0.467,0.223,-0.115,5
-0.228,0.351,-0.408,5
-0.315,-1.095,1.162,5
0.294,0.743,-0.88,5
0.296,0.235,0.082,5
-0.114,0.148,-0.037,5
-0.357,0.079,-1.438,5
0.25,0.049,-0.101,5
-0.055,0.079,0.012,5
0.927,0.04,-0.039,5
0.228,0.04,0.038,5
-0.114,0.592,-1.19,5
0.399,-0.725,-0.309,5
-0.143,-0.072,0.018,5
-0.337,-0.412,0.017,5
-1.075,-0.273,0.215,5
-0.342,0.489,-0.032,5
0.042,-0.14,-0.028,5
-0.315,-0.367,-0.057,6
0.062,-0.063,0.03,5
0.101,-0.047,0.092,5
-0.132,0.069,0.143,5
-0.158,-0.205,-0.045,5
-0.09,0.023,-0.006,5
0.196,0.133,-0.029,5
-0.256,0.277,-0.023,5
-0.544,0.037,0.003,5
-0.15,0.371,-0.506,5
-0.556,0.099,-1.221,5
-0.492,-0.01,-0.075,5
-0.07,-0.219,0.027,5
0.157,0.147,0.313,5
0.102,-0.053,0.033,5
0.249,0.209,0.025,5
0.638,0.834,-1.338,5
0.005,0.758,-2.763,6
-0.303,0.315,-0.01,5
-0.018,-0.204,-0.038,5
0.273,-0.299,0.092,5
-0.535,-0.146,0.043,5
-0.302,0.4,0.031,5
-0.132,-0.165,0.056,5
0.407,-0.7,0.014,5
0.255,-0.138,-0.006,6
-0.257,-0.263,0.078,5
0.066,0.074,0.01,5
0.17,-0.14,0.018,5
0.603,0.094,-0.058,5
-0.122,0.045,0.693,5
-0.402,0.001,0.007,5
-0.726,0.239,-0.099,5
-0.192,0.26,0.022,5
-0.335,0.227,0.013,5
0.367,-1.024,2.493,5
0.155,-0.103,0,5
0.037,-1.044,2.908,5
-0.008,0.152,0.054,5
0.557,0.378,0.323,5
0.07,0.476,0.065,5
0.269,0.148,0.039,5
0.346,-0.192,-1.015,5
1.268,-0.62,-0.109,5
-0.017,0.004,-0.027,5
0.632,0.109,0.398,4
-0.074,0.44,-0.229,4
-0.39,0.105,-0.062,5
-0.341,0.508,0.018,5
-0.098,0.084,-0.056,5
0.342,0.248,0.24,5
-0.077,-0.055,-0.024,5
0.193,0.433,-0.353,5
0.12,0.328,-0.055,5
-0.375,-0.026,-0.804,5
-0.03,-0.062,0.02,5
0.606,-0.05,0.823,5
-0.03,0.114,-0.006,4
-0.068,-0.429,0.052,5
-0.157,-0.371,-0.011,5
-0.551,-0.098,-0.279,5
-0.027,0.003,0.193,6
0.02,0.474,0,5
-0.276,-0.295,-0.027,5
-0.334,-0.076,0.015,5
-0.137,0.158,0.004,5
-0.185,-0.522,0.399,5
-0.011,-0.737,0.389,5
0.708,-0.833,2.158,5
-0.342,-0.882,1.164,5
0.265,-0.171,-0.052,5
-0.119,-0.664,0.26,5
-0.003,0.505,-0.944,5
0.158,0.066,0.044,5
-0.601,0.055,-0.024,4
0.4,0.04,-0.008,6
0.152,0.128,0.015,5
0.168,0.121,0.09,5
-0.787,-0.004,-0.201,6
-0.004,-0.419,-0.016,5
0.449,0.039,-1.142,5
0.522,0.613,-0.209,5
-0.005,0.224,0.025,5
-0.052,-0.12,-0.002,5
-0.108,-0.017,0.009,5
-0.332,0.041,-0.031,5
0.22,0.933,-1.784,5
-0.045,0.153,0.832,6
-0.422,-1,0.747,5
-0.583,0.429,-0.073,5
0.254,0.107,-0.017,5
-0.347,-0.46,0.01,5
0.185,0.415,-0.024,5
0.079,-0.074,-0.002,5
-0.822,-1.133,0.938,5
0.176,-0.322,0.782,5
-0.431,-0.282,-0.034,5
-0.044,0.445,0.508,5
0.441,0.592,-0.105,5
-0.088,-0.151,0.073,5
-0.139,-0.085,0.022,5
-0.787,0.268,-0.795,5
-0.556,-1.482,2.263,5
-0.069,0.229,0.157,5
-0.121,0.476,-0.078,6
-0.294,0.215,-0.079,5
-0.97,-0.168,-2.99,5
0.094,0.034,0.006,5
0.148,-0.405,-0.038,5
-0.042,0.092,-0.01,5
-0.531,0.179,-0.488,5
0.144,-0.111,0.027,5
0.297,-0.177,0.08,5
0.21,-0.028,0.019,6
0.056,-0.092,0.014,5
0.156,0.757,-0.803,5
-0.185,-0.235,0.114,5
0.132,0.098,-0.014,5
-0.156,0.275,-0.035,5
-0.431,0.113,-0.026,5
0.182,0.218,-0.054,5
0.503,-0.356,2.143,5
0.044,-0.049,0.012,5
0.712,-0.351,-0.017,5
0.235,0.127,0.002,5
-0.02,-0.077,0.033,5
0.781,0.054,-0.033,5
-0.364,0.653,-2,5
-0.492,0.205,-0.017,5
-0.29,0.04,0.163,5
0.849,0.854,-1.368,5
-0.197,0,-0.01,5
-0.404,-0.816,1.037,5
-0.518,0.201,-0.009,5
0.054,-0.054,0.001,5
-0.217,-0.202,-0.005,5
-0.521,-1.707,2.016,5
0.771,-0.158,0.194,5
-1.199,-0.222,-1.248,5
-0.219,0.308,-0.019,6
0.409,0.335,-0.009,5
0.123,-0.092,0.004,5
-0.405,0.262,-0.046,5
-0.014,0.31,0.013,5
0.016,-0.045,0.054,5
-0.54,0.24,0.464,5
-1.071,-0.618,-1.163,5
0.182,0.059,-0.039,5
0.214,-0.035,0.209,5
-0.051,0.297,0.081,5
0.215,-0.1,0,5
-1.314,-0.525,-1.004,5
-0.559,0.359,-0.069,5
-0.507,0.207,-0.068,6
0.314,-0.463,-0.061,5
0.03,0.401,0.017,5
0.698,0.036,0.917,5
-0.132,-0.03,-0.019,5
-0.117,0.071,0.032,5
0.048,0.067,0.534,5
-0.437,-0.018,0.026,5
0.326,0.097,0.005,5
0.544,0.312,0.023,5
-1.39,-0.503,-0.042,5
0.568,-0.287,-0.013,5
-0.014,0.101,-0.015,6
-0.102,0.435,-0.079,5
0.17,0.173,0.072,4
0.071,0.115,0.022,5
-0.274,-0.607,0.021,5
-0.578,0.02,-0.486,5
0.005,0.066,0.071,4
-0.577,0.499,-0.106,5
0.518,0.712,-0.138,5
0.378,0.065,-0.001,5
0.245,0.125,0.044,5
0.087,0.204,-0.04,5
-0.372,0.056,-0.053,5
0.991,0.436,-0.683,5
-0.133,0.105,-0.035,5
0.171,0.252,-0.019,5
0.501,-0.092,-0.043,5
-0.007,0.323,-0.058,5
-0.146,-0.039,-0.018,6
0.063,0.052,-0.005,5
-0.671,-1.155,1.763,5
0.416,-0.04,-0.011,5
-0.079,0.018,-0.042,5
0.482,-0.156,-0.028,5
0.078,-0.204,0.028,5
-0.13,0.038,-0.034,5
0.231,0.201,0.045,4
0.044,0.113,0.02,5
0.113,-0.163,0.036,5
0.065,0.542,-0.605,5
0.001,-0.107,-0.046,5
-0.171,-0.113,0.019,5
-0.538,-0.047,0.009,5
0.115,0.313,0.765,5
-0.49,0.139,-0.049,6
-0.114,0.03,0.379,6
-0.015,0.106,0.072,5
-0.053,0.485,-0.249,5
0.038,0.382,-0.003,5
-0.211,-0.071,0.062,5
0.215,-0.052,0.25,5
-0.222,0.098,0.105,5
0.632,-0.141,-0.007,5
1.041,-0.36,4.358,5
-0.45,-0.141,-0.001,5
0.088,0.262,0.008,5
0.177,0.037,0.002,5
0.13,-0.238,0.361,6
-0.32,-0.05,-0.039,4
0.015,-1.075,3.815,5
0.264,0.382,-2.656,5
0.139,0.012,-0.021,6
-0.879,0.037,-0.717,5
-0.054,-0.113,0.029,5
-0.225,0.248,0.008,5
0.338,-0.109,-0.028,5
-0.001,-0.13,0.001,6
0.057,0.218,-0.033,5
1.12,0.622,-0.384,5
0.407,-0.02,-0.182,5
-0.059,-0.847,0.282,5
-0.789,0.055,-0.009,4
0.482,0.091,0.8,5
-0.076,-0.274,0.045,6
-0.58,0.184,-0.017,5
0.513,-0.057,-0.063,5
0.244,0.318,0.022,5
0.536,-0.173,0.006,5
0.111,-0.103,-0.015,5
-0.085,-0.721,0.583,5
0.127,-0.02,0.043,4
-0.122,0.069,-0.018,6
0.189,0.001,-0.182,5
0.339,0.644,-1.153,4
-0.027,0.072,-0.043,5
0.533,0.275,-0.087,5
-0.438,-0.358,-0.39,5
-1.793,-1.102,-0.137,5
0.173,0.523,-0.037,5
-0.211,0.499,0.022,5
-0.318,0.265,-0.002,5
0.038,-0.041,-0.026,4
0.792,0.332,0.029,5
-0.128,0.171,-0.039,5
0.242,0.285,0.049,5
-0.218,-0.148,-0.016,5
0.068,0.387,0.47,5
-0.055,0.408,-0.273,4
-0.012,0.027,-0.017,5
0.061,0.337,0.016,5
0.079,-0.329,0.378,5
-0.047,0.12,0.227,5
0.003,0.089,0.009,5
-0.445,-0.152,-0.565,6
-0.616,0.07,-0.066,5
-0.149,0.133,-0.445,5
0.259,0.085,0,4
-0.668,-0.123,-0.334,5
0.288,0.19,-0.026,6
-0.13,-0.388,0.029,5
0.072,-0.037,0.018,6
0.489,-0.333,0,5
0.053,-0.104,0.206,5
-0.204,-0.294,0.202,5
0.856,-0.645,0.356,5
-0.069,-0.424,-0.171,6
0.711,-0.109,0.033,5
