@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
-0.078,-0.097,0.064,5
0.329,0.104,-0.004,5
-0.658,0.242,-0.116,5
0.299,0.253,0.21,5
0.268,0.27,-0.009,5
-0.039,0.017,-0.01,5
-0.05,-0.018,0.11,5
0.061,0.023,0.001,5
0.251,0.056,0.006,5
-0.841,0.384,-1.715,5
-0.326,0.312,0,5
-0.296,-0.061,-0.029,5
0.656,0.04,0.15,5
-0.636,0.184,-0.362,5
-0.877,0.21,0.15,5
-0.714,-0.134,0.042,5
-0.077,0,0.088,5
0.044,-0.022,-0.025,6
-0.19,-0.125,0.034,5
0.071,-0.857,0.043,5
0.049,0.17,0.291,5
0.235,0.059,-0.033,5
-0.43,-0.381,1.151,5
0.021,0.191,0.005,5
-0.007,-0.035,-0.014,5
-0.063,0.188,-0.02,5
-0.178,0.086,0.012,4
0.058,-0.002,0.041,5
-0.091,0.036,-0.131,5
-0.05,-0.09,-0.03,5
0.09,-0.312,0.018,5
0.01,0.156,-0.198,5
-0.585,0.393,-1.373,5
-0.55,0.295,-1.383,5
0.234,0.052,0.032,5
-0.444,0.5,-0.603,5
-1.105,-0.39,-0.545,4
-0.112,-0.075,-0.017,5
-0.241,-0.097,-0.013,5
-0.073,0.239,0.079,5
0.315,0.418,-0.033,5
0.164,0.053,0.001,5
0.196,0.289,0.015,5
-0.05,0.187,-0.08,5
-0.03,0.09,-0.017,5
-0.987,-0.378,-0.159,5
-0.23,0.399,-0.049,5
0.056,0.127,0.079,5
-0.014,-0.08,0.009,5
-0.461,-0.133,-1.065,5
-0.044,-0.376,-0.376,5
-0.063,-0.519,0.129,5
0.331,0.603,-0.157,5
-0.11,0.119,0.004,5
0.585,-0.291,0.017,5
0.064,0.087,-0.004,5
-0.392,0.267,-0.015,5
0.217,0.46,0.059,5
0.001,0.274,0.526,5
-0.147,0.587,-0.297,5
-0.144,0.028,-0.018,4
-0.561,-0.373,-0.392,5
-0.131,-0.126,0.054,5
-0.382,-0.672,0.292,5
0.116,-0.386,0.493,5
0.248,-0.026,1.218,5
0.239,-0.673,0.033,5
0.346,-0.097,0.002,5
0.092,-0.206,-0.013,5
0.861,0.177,-0.445,5
-0.797,-0.107,0.053,5
-0.024,-0.026,0.034,5
0.104,0.036,-0.003,5
0.283,-0.061,0.058,5
-0.022,0.022,-0.019,5
-0.049,0.177,-0.002,6
0.167,-0.121,0.055,5
0.314,0.131,-0.012,5
0.795,-0.757,0.072,5
-0.206,0.345,-0.029,5
0.215,0.482,-0.345,5
-0.063,0.323,-0.052,5
-0.391,-0.088,-0.032,5
0.307,-0.095,-0.442,5
-0.016,-0.115,0.039,6
0.009,0.445,-2.068,5
-1.331,-0.788,0.269,5
-0.016,-0.484,0.081,6
-0.114,-0.191,0.024,5
0.014,-0.074,-0.051,5
0.155,0.269,-0.012,5
-0.065,0.147,0.07,5
-0.915,-0.396,-0.311,5
0.098,-0.478,0.006,5
0.241,0.527,0.037,6
0.525,0.261,-0.002,5
0.428,-0.041,-0.463,5
-0.306,0.647,-0.759,5
-0.626,0.368,-0.034,5
-0.21,-1.043,1.913,5
0.173,0.153,0.139,4
0.096,-0.223,0.019,6
-0.631,-0.135,-1.801,5
0.138,-0.053,0.01,5
-0.289,0.492,-0.072,5
0.007,-0.023,-0.006,5
-0.066,-0.05,0.19,5
-0.091,-0.41,-0.237,5
0.08,0.456,0,5
0.378,0.887,-1.784,5
0.18,0.549,-0.036,5
0.032,0.078,-0.003,6
1.135,0.192,-0.055,5
-0.058,0.137,0.024,5
0.627,-0.098,0.127,5
-0.708,-0.004,-0.497,4
-0.038,-0.616,-0.06,5
-0.967,-1.025,0.885,5
0.137,-0.102,0.031,5
0.047,-0.376,-0.003,5
-0.792,0.009,-0.111,6
0.052,0.056,-0.022,5
0.554,0.998,-1.617,5
0,0.682,-2.266,5
-0.325,-0.362,-0.135,5
-0.327,-0.316,-0.5,5
0.119,0.181,0.015,5
0.279,0.102,0.026,5
-0.375,-0.785,0.124,5
0.7,0.236,-1.282,5
-0.503,0.123,0.013,5
-0.31,0.353,0.074,6
-0.657,0.289,-0.926,5
-0.131,-0.126,-0.025,6
-0.554,0.326,-0.064,4
1.069,-0.53,0.019,5
-0.318,0,-1.19,5
0.05,-0.053,0.005,5
0.305,0.253,0.433,5
-0.025,0.045,-0.265,5
-0.307,-0.914,3.018,6
0.581,-0.399,0.036,5
-0.022,0.387,-0.273,5
0.038,0.071,-0.018,5
0.126,0.009,0.012,5
0.188,-0.333,0.119,5
-0.094,-0.039,-0.037,5
-0.265,-1.17,2.649,5
0.265,0.047,0.154,5
0.251,-0.126,0.391,5
-0.217,0.077,0.008,5
-0.203,0.07,0.027,5
-0.102,0.178,0.013,4
-0.027,0.458,0.031,5
-0.285,-0.015,0.007,5
0.223,0.854,-2.506,5
0.764,0.668,-1.907,5
0.542,-0.421,-0.371,5
0.078,-0.048,-0.043,6
0.085,0.11,0.033,5
-0.131,0.273,0.009,5
0.111,0.017,-0.004,5
-0.477,0.065,-0.039,5
-0.202,0.37,-0.004,5
-0.097,0.608,-0.175,5
0.192,-0.065,-0.091,5
-0.841,-0.479,0.165,6
-0.119,-0.219,0.027,5
0.866,-0.429,0.624,5
0.173,0.189,-0.043,5
0.051,0.087,0.053,5
-0.372,0.195,-0.102,5
-0.024,-0.064,0.025,5
0.083,0.22,0.008,5
0.227,-0.02,0.109,5
0.008,0.087,0.046,5
-0.525,0.42,-0.085,5
0.201,-0.541,0.184,5
-0.803,-0.616,-0.766,5
0.378,0.269,0.048,5
-0.133,0.349,0.045,5
-0.055,-0.18,0.077,5
0.141,-0.072,0.151,5
-0.018,0.14,-0.04,5
-0.103,-0.21,0.039,5
-0.166,0.155,0.021,5
-0.391,0.046,-0.821,5
0.163,0.591,-0.046,4
0.103,-0.485,0.185,5
-0.322,0.266,0.556,5
-0.377,0.471,-0.464,5
-0.221,-0.511,-0.125,5
-0.346,0.19,-0.118,5
-0.045,0.065,0.006,4
-0.107,0.372,-0.055,6
-0.111,0.025,0.014,5
-0.315,-0.028,-0.061,5
-0.382,-0.424,0.372,5
-0.243,0.28,-0.288,5
-0.02,-0.373,0.032,5
0.092,0.832,-3.127,5
0.424,0.557,-0.005,6
0.138,-0.226,0.101,5
0.315,0.142,0.01,6
0.09,0.171,0.099,5
-0.388,-0.847,1.881,5
-0.152,0.111,-0.006,5
0.346,0.15,0.006,5
-0.005,-0.262,0.023,5
-0.006,0.033,-0.032,6
0.632,-0.13,0.215,5
-0.2,0.223,-0.015,5
-0.145,0.614,-0.062,5
-0.133,-0.69,1.029,5
-0.255,-0.373,0.135,5
-0.021,0.032,0.015,5
-0.279,0.096,0.04,5
-0.358,0.011,0.202,5
0.695,0.027,-0.071,5
-0.03,0.041,-0.046,5
-0.377,-0.974,0.073,4
-0.327,0.716,-0.326,5
0.239,0.092,0.017,5
0.178,-0.396,0.35,4
1.173,-0.375,1.493,5
-0.203,-0.007,-0.03,5
0.106,0.227,0.012,5
-0.563,0.218,0.008,5
-0.366,-0.068,0.009,5
-0.36,0.251,-4.088,4
0.009,0.151,0.063,5
-0.19,0.224,-0.026,5
-0.058,0.34,0.886,5
-0.132,-0.345,-0.012,5
0.023,0.283,-0.052,5
-0.071,0.204,0.024,5
-0.007,-1.034,0.839,6
0.041,0.024,-0.01,6
0.008,-0.106,-0.482,5
0.137,-0.19,0.057,5
0.064,0.24,0.032,5
-0.235,0.138,-0.064,6
-0.393,-0.127,-0.733,5
-0.173,0.401,-0.046,5
0.172,0.236,-0.01,5
-0.1,-0.153,-0.009,6
-0.533,-0.51,-0.143,5
0.776,0.04,0.443,5
0.011,-0.325,-0.036,5
-0.43,-0.652,-0.041,6
-0.354,-0.992,2.691,5
-0.056,0.574,-0.008,5
-0.373,-0.023,0.004,6
0.099,0.314,-0.546,5
0.051,0.014,-0.069,5
0.046,-0.248,0.025,5
-0.858,0.068,0.05,4
-0.022,-0.19,-0.031,5
-0.151,0.274,-0.041,5
0.821,0.587,-0.577,4
0.095,-0.184,0.01,5
-0.271,-0.204,-0.191,5
-0.091,-0.01,0,5
-1.38,-0.903,0.269,5
0.008,-0.605,-0.108,4
0.249,0.151,-0.271,5
-0.146,-0.945,1.957,5
0.112,-0.4,0.489,5
0.289,-0.649,0.044,5
-0.163,0.03,-0.032,5
-0.989,-0.409,-0.864,5
-0.026,-0.513,-0.314,5
-0.233,-0.365,-0.107,5
1.611,0.197,2.527,5
-0.038,0.172,0.04,5
-0.121,-0.047,1.002,5
-0.007,-0.931,1.464,4
-0.403,0.605,-0.08,5
0.472,0.818,-1.876,5
0.702,0.007,0.166,5
-0.008,0.409,-0.022,5
0.046,-0.085,0.022,5
-0.177,0.345,0.31,5
0.113,0.137,0.033,5
-0.144,0.092,0.028,5
0.393,-0.133,0,5
-0.464,0.417,-0.035,4
0.14,0.579,0,5
0.028,-0.331,1.482,6
-0.19,0.416,-0.068,6
0.16,-0.292,-0.037,5
0.261,0.076,0.417,5
0.443,-0.097,0.015,5
-0.056,0.076,0.021,5
0.103,0.059,0.155,6
0.147,0.032,0.097,5
1.614,0.733,0.408,5
0.015,0.133,0.231,5
0.262,-0.293,0.326,5
-0.353,0.288,-0.973,5
0.282,-0.272,0.331,5
-0.547,0.242,0.042,4
0.501,0.34,0.267,6
-0.032,-0.13,-0.019,5
0.536,-0.192,-0.001,5
0.249,0.17,-0.006,6
0.764,0.607,-0.977,6
0.301,-0.714,0.074,5
0.03,0.25,0.052,4
-0.054,0.119,-0.013,5
-0.377,0.329,-0.101,5
0.175,0.172,0.019,5
0.002,-0.187,0.007,5
0.57,0.216,-0.106,5
0.157,-0.109,0.935,5
0.002,0.322,-0.033,5
-0.157,0.117,-0.071,6
0.042,0.07,0,5
0.017,-0.321,0.027,5
0.208,0.12,-0.499,5
0.429,-0.394,0.065,5
-0.422,0.047,0.023,5
0.281,0.327,-0.167,5
0.731,-0.234,0.008,5
0.264,0.197,0.011,5
0.03,-0.136,0.002,5
0.104,0,0.019,5
0.182,-1.062,0.246,5
0.57,0.053,-0.259,5
0.451,0.201,0.191,5
0.154,-0.6,0.091,5
0,0.056,0.002,5
0.612,0.674,0.296,5
-0.081,0.202,-0.043,5
-0.477,-1.347,2.079,5
0.169,0.216,0.072,5
0.108,0.327,0.011,5
0.506,0.037,0.041,5
1.384,0.217,0.639,5
-0.586,-0.178,-1.572,5
0.068,-0.173,0.065,4
-0.148,0.467,-0.013,5
-0.036,0.371,-0.055,4
-0.271,0.339,-0.025,5
-0.295,-0.735,0.024,5
0.731,0.57,-0.31,5
-0.242,-0.013,0.079,5
-0.111,0.091,-0.049,5
-0.175,0.199,0.034,5
-0.067,0.289,0.194,5
-0.129,-0.257,0.01,5
-0.384,0.37,-0.04,6
-0.324,0.376,0.246,5
0.142,-0.049,0.478,6
0.252,0.186,0.019,5
-0.301,0.489,3.02,5
0.414,0.137,-0.914,5
0.02,-0.14,0.009,6
-0.612,0.147,0.005,5
-0.094,0.357,0.003,5
0.314,0,0.535,5
-0.064,0.02,0.144,5
0.1,0.07,-0.016,5
0.018,-0.439,0.205,5
-0.333,-0.096,0.082,5
-0.08,-0.221,-0.044,5
-0.146,-0.012,-0.053,5
0.664,-0.656,0.045,6
0.167,0.048,-1.545,5
-0.012,0.501,-0.097,5
-0.336,-0.153,-0.043,5
0.449,-0.23,0.017,4
-0.302,0.192,-0.132,5
-0.199,-0.441,0.109,5
0.024,0.128,0.075,5
0.05,0.051,-0.028,5
0.186,0.089,0.026,5
-0.145,0.48,0.042,5
0.129,0.109,0.019,5
0.041,0.327,-0.195,5
-0.203,-0.632,0.187,5
0.117,-0.177,0.092,5
0.541,0.246,-0.386,5
-0.041,0.242,-0.026,5
0.834,0.197,-0.049,5
-0.443,0.228,-0.06,5
0.294,0.21,-0.001,5
-0.226,-0.007,-0.021,5
0.749,0.104,-0.974,6
-1.119,-0.73,0.119,5
-0.589,-0.15,-1.08,5
0.213,0.766,0.115,5
0.131,0.505,-0.115,5
0.077,0.308,0.015,5
-0.211,0.069,0.184,5
0.065,-0.155,0.046,5
-0.264,-0.078,-0.008,6
0.064,0.519,-0.01,5
-0.611,0.328,-1.317,5
0.04,0.126,0.014,5
-0.067,-0.033,-0.029,5
0.101,0.074,0,5
-0.428,-0.214,0.02,4
-0.022,-0.161,0.522,5
-0.142,0.169,0.052,5
0.109,0.092,-0.011,5
0.213,-0.157,-0.013,5
-0.011,0.014,0.008,5
-0.1,0.208,-0.042,5
-0.199,0.633,-0.032,6
0.383,-0.263,0.057,5
-0.179,-1.44,1.848,5
-0.348,-0.225,-0.098,5
-0.074,-0.028,0.935,5
-0.401,-0.137,-0.139,4
-0.039,-0.339,-0.3,5
-0.144,0.572,-0.063,6
-0.114,0.483,-0.076,5
-0.102,0.015,-0.001,5
-0.501,0.614,-0.278,6
0.172,-0.431,0.061,5
0.01,0.114,-0.01,5
0.373,-0.03,0.054,5
0.342,0.17,0.065,5
-0.308,-0.456,0.052,5
-0.411,-0.228,-0.952,5
0.109,-0.159,0.007,5
0.627,-0.717,0.526,6
0.012,0.053,-0.611,4
0.266,0.211,0.052,5
0.04,0.283,0.028,5
0.493,0.401,0.154,5
-0.024,-0.143,0.047,5
0.136,0.134,-0.042,5
0.57,-0.513,-0.025,6
-0.292,0.112,-0.062,5
0.474,0.192,0.141,5
0.461,0.48,0.014,5
0.062,0.165,-1.097,5
-0.43,0.058,-0.014,5
-0.076,0.316,-0.015,5
0.124,0.907,-1.295,6
0.102,0.924,-2.382,5
-0.411,0.14,-0.607,6
-0.133,-0.738,0.398,5
0.036,0.531,-0.465,5
-0.739,-0.247,-1.359,5
-0.441,0.115,0.016,5
-0.187,-0.252,-0.004,5
-1.251,-0.519,-0.882,5
-0.018,-0.573,0.657,5
-0.4,-0.325,-0.182,5
0.143,0.127,-0.006,5
0.569,0.098,0.353,5
0.12,0.116,0.03,5
0.16,-0.356,0.346,5
-0.172,0.115,-0.01,6
0.015,0.079,0.071,5
0.364,-0.442,0.026,5
-0.369,0.053,0,5
0.027,0.225,0.046,5
0.035,-0.208,0.01,5
-0.471,0.548,-0.423,5
0.38,-0.323,-0.048,5
0.027,0.378,-0.031,5
0.283,-0.231,0.044,5
-0.435,0.071,-0.025,5
0.451,-0.265,-0.018,5
0.238,0.809,-0.013,6
-0.593,0.016,-0.024,5
-0.241,0.195,-0.003,5
-0.04,0.043,-0.007,5
-0.717,-0.21,-0.845,5
-0.192,0.242,0.64,5
-0.38,-0.061,0.022,5
-0.039,0.251,-0.318,5
-0.214,0.553,-1.978,5
0.632,0.066,-1.175,5
-0.292,-1.194,2.574,5
-0.129,0.261,0.015,5
0.105,-0.22,0.019,5
0.247,0.229,0.042,5
0.319,0.025,-0.041,5
0.254,-0.289,0.298,5
0.354,0.196,0.025,5
-0.307,-0.85,2.635,5
-0.303,-0.049,-0.007,5
-0.36,-0.086,0.039,5
0.388,0.068,0.015,5
-0.189,0.289,0.054,5
-0.18,0.136,-0.021,5
-0.108,-0.189,0.045,5
-0.108,-0.376,0.126,5
-0.603,-0.985,1.398,5
-0.029,0.09,-0.028,5
-0.174,0.376,-0.025,6
0.203,-0.34,0.018,5
-0.145,0.089,-0.096,5
-0.846,0.276,-0.88,5
0.026,-0.337,0.597,5
0.17,-0.175,-0.045,5
-0.143,0.074,-0.009,5
-0.012,0.208,-0.94,5
0.539,0.224,-0.053,5
0.023,-0.236,0.031,6
0.511,0.061,-0.036,5
-0.025,0.027,-0.045,4
0.411,0.246,0.06,5
0.02,-0.256,-0.901,5
-0.069,-0.15,-0.042,5
-1.013,-1.151,1.075,5
0.241,0.298,-0.002,5
-0.098,-0.24,0.014,5
-0.372,-0.423,0.358,5
0.174,-0.121,0.733,5
0.091,0.178,0,5
-0.087,-0.069,-0.152,5
0.134,0.038,-0.003,5
-0.43,-0.196,0.004,5
-0.012,0.527,-0.15,5
-0.247,0.057,-0.014,5
0.194,-0.067,-0.015,5
0.116,0.239,0.019,5
0.35,-0.011,0.019,5
-0.262,-0.484,0.043,5
0.112,0.332,-0.026,4
0.25,0.124,0.004,5
-0.762,-0.587,1.021,5
-0.442,0.159,-0.012,5
0.107,0.173,0.007,5
-0.168,-0.13,-0.06,5
0.216,0.016,0.06,5
1.005,-0.018,-0.437,5
-0.067,0.01,-0.013,5
-0.521,-0.704,0.071,5
0.531,0.888,-2.373,5
-0.079,0.099,0.628,5
-0.198,0.18,-0.057,4
0.499,0.497,0.01,5
0.263,-0.034,-0.018,5
0.148,0.196,-0.03,5
-0.072,0.414,-0.012,5
0.409,-0.038,0.247,5
-0.262,-1.074,2.076,5
0.024,-0.058,-0.037,5
0.016,-0.566,0.188,5
-0.538,-0.833,0.605,5
0.3,0.219,-0.756,5
0.357,0.143,-0.001,5
-0.341,-0.706,0.605,5
0.009,0.546,-0.52,5
0.431,0.343,0.02,5
0.198,0.127,0.077,5
0.134,0.528,-1.21,5
0.133,0.43,0.012,5
-0.387,-0.135,0.004,5
-1.012,-0.444,-0.49,6
0.452,0.545,-0.393,5
0.349,0.239,0.028,5
0.294,-0.19,0.016,5
0.045,0.069,-0.02,5
-0.035,0.056,0,4
-0.026,-0.092,-0.003,5
-0.285,0.311,-0.037,6
-0.465,-0.039,0.008,5
-0.007,-0.259,0.02,5
-0.475,-0.44,0.054,5
-0.068,0.206,-0.012,5
-0.114,0.178,0.031,5
0.118,-1.002,1.255,5
1.272,0.385,0.484,5
-0.577,0.276,0.021,5
-0.192,-0.239,0.018,4
0.184,-0.128,0.06,5
0.312,-0.236,-0.043,5
0.036,0.233,-0.046,5
0.019,0.122,0.018,5
0.105,-0.224,0.045,5
0.299,0.164,-0.012,5
0.031,0.286,0.033,6
-0.238,0.231,-0.028,5
-0.829,-0.561,0.104,5
-0.154,-0.235,0.027,5
-0.507,-0.211,0.19,4
-0.096,0.728,-0.091,5
0.586,0.206,-1.879,5
0.156,0.019,0.837,5
-0.229,-0.382,-0.023,5
-0.245,0.301,0.03,5
0.001,-0.096,-0.025,5
0.299,0.405,0.006,5
-0.67,0.215,0.042,5
0.884,0.686,-0.034,5
-0.29,0.24,0.502,6
0.386,0.537,-0.079,5
0.279,-0.14,0.486,5
-0.368,-0.046,-0.012,5
-0.476,0.057,-0.086,5
0.723,0.011,0.581,4
0.141,0.11,0.014,5
0.601,-0.058,0.545,5
0.253,0.339,0.054,5
0.586,-0.18,0.014,5
0.003,-0.381,-0.663,5
-0.724,0.207,-1.769,6
1.298,0.106,0.309,4
-0.083,0.351,0.059,5
-0.366,0.077,-0.009,4
-0.171,0.134,-0.663,5
1.333,-0.45,0.378,5
-0.612,-0.049,0.032,5
-0.363,0.022,-0.059,5
-0.08,-0.345,0,5
0.096,-0.374,-0.062,5
0.344,0.453,-0.04,5
-0.104,-0.362,-0.08,5
0.233,0.079,-0.015,5
-0.029,-0.356,0.071,5
0.016,0.11,0.03,5
0.199,0.077,-0.003,5
-0.068,-0.159,0.057,5
-0.141,-0.088,1.185,5
0.195,-0.188,-0.034,5
0.375,0.221,-0.237,5
-0.222,-0.222,-0.325,5
-0.31,-0.1,0.137,5
-0.066,0.028,0.09,4
-0.045,0.199,0.061,5
-0.23,0.547,-0.005,5
-0.056,0.177,-0.037,4
0.675,0.844,-2.43,5
0.554,-0.195,0.063,6
-0.327,-0.114,-0.024,5
-0.072,-0.201,-0.069,5
-0.124,0.02,-0.786,5
-0.31,-0.288,-0.104,5
-0.047,-0.085,0.013,5
-0.189,-0.938,2.576,5
0.695,-0.204,0.291,5
0.482,0.203,-0.798,5
-0.368,-0.304,0.482,5
-0.066,-0.464,0.062,5
-0.979,-0.809,0.153,6
0.385,-0.108,0.044,5
0.082,-1.076,2.331,5
-0.525,-0.398,0.134,4
0.332,0.106,0.072,5
-0.941,0.328,-1.101,5
0.144,0.408,-0.201,5
0.061,0.213,-0.06,6
-0.207,0.06,-0.039,5
-0.004,-0.464,-0.004,5
0.528,-0.763,0.047,4
0.226,0.194,0.043,5
0.1,-0.051,0.037,5
0.515,0.645,-1.335,5
-0.168,-0.227,0.039,5
1.025,0.682,-0.568,5
0.178,-0.068,-0.139,5
-0.701,0.167,-1.19,5
0.02,0.017,0.044,4
-0.146,0.527,-0.038,5
0.099,-0.319,-0.033,5
0.069,0.059,-0.055,6
0.161,-0.044,-0.039,5
-0.397,0.103,0.007,5
0.331,-0.869,0.309,5
-0.252,0.525,-0.058,5
0.416,-0.184,-0.027,5
0.953,0.431,-0.518,4
0.518,0.032,0.057,5
-0.214,-0.949,2.79,5
-0.108,-0.29,-0.182,5
0.182,-0.274,0.035,5
0.113,-0.032,0.015,5
0.04,0.316,0.009,5
-0.719,1.013,7.083,5
0.016,-0.083,0.013,5
-0.294,-0.304,-0.003,5
0.255,-0.057,-0.366,6
-0.467,0.191,-0.055,5
0.039,-0.269,-0.003,5
-0.041,0.15,1.476,5
-0.05,0.12,0.027,5
0.061,-0.184,0.118,5
0.053,0.134,0.062,5
0.039,0.155,0.046,5
0.818,-0.034,-0.039,5
0.161,0.047,0.022,5
-0.091,0.333,-0.026,5
0.074,-0.113,0.028,6
-0.072,0.001,0,5
-0.574,-0.273,-1.036,5
0.77,0.276,-0.454,5
0.513,0.033,-0.127,5
0.282,0.293,-0.067,5
-0.199,-0.071,0.003,5
0.564,0.176,0.061,6
0.157,-0.243,0.052,5
0.464,-0.198,-0.034,5
0.071,0.423,-0.046,5
-0.736,-0.103,0.047,4
-0.275,0.006,0.002,5
0.201,-0.416,0.091,5
0.035,-0.037,-0.003,5
-0.072,0.507,0.031,5
-0.444,0.142,-3.28,5
-0.184,0.172,0.01,5
0.841,0.65,-1.201,5
1.158,1.231,-2.639,5
0.013,0.066,0.039,5
-0.697,-0.153,-0.066,5
0.086,-0.122,0.051,5
-0.163,-0.004,0.013,5
-0.156,-0.274,0.006,5
-0.222,0.084,-0.088,5
-0.074,0.069,0.108,5
-0.072,-0.028,-0.037,5
-0.335,-0.044,0.02,5
-0.082,0.26,-0.001,5
0.136,0.157,0.029,5
0.019,-0.1,0.002,5
-0.712,0.021,-0.059,5
-0.226,0.495,-0.876,5
0.053,0.02,-0.019,5
-0.486,-0.24,-0.005,6
-0.004,-0.008,-0.026,5
-0.346,-0.104,0.039,5
-0.01,-0.13,-0.043,5
0.54,0.128,0.25,5
0.21,0.251,-0.016,5
0.044,0.278,-0.18,5
-0.241,0.175,-0.018,5
0.348,0.388,-0.043,5
0.129,-0.027,0.168,5
-0.597,-0.035,-0.753,5
-0.042,0.032,-0.018,5
-0.301,0.218,-0.039,5
-0.317,0.073,-0.317,5
-0.371,-0.23,-0.047,5
-0.135,-0.195,-0.044,5
0.222,0.427,0.17,5
0.054,-0.05,0.03,5
-0.034,0.557,-0.016,5
1.083,0.225,0.143,5
-0.382,-0.116,0.032,5
0.439,0.492,0.143,6
0.139,-0.308,0.246,5
0.149,-0.18,0.044,6
-0.062,0.216,-0.034,5
0.103,-1.088,0.72,5
-0.139,0.291,0,5
-0.529,0.021,-0.07,5
-0.01,-0.051,-0.024,5
0.117,-0.059,-0.011,5
0.298,0.543,-0.118,5
0.068,0.074,-0.095,5
0.243,0.501,-0.144,5
0.122,0.294,-0.044,5
0.666,0.965,-0.766,5
0.119,0.299,0.087,6
0.426,0.075,0.229,5
0.415,-1.018,0.065,4
-0.162,0.195,0.021,5
0.258,-0.33,0.175,5
-0.106,-1.041,2.845,5
0.251,-0.029,-0.007,5
-0.682,-0.317,-0.264,5
0.293,0.134,-2.32,5
-0.509,-0.233,0.254,5
0.173,-0.039,0.024,6
0.241,-0.017,-0.039,5
0.292,-0.169,0.104,5
0.785,-0.032,0.041,5
0.703,0.027,0.015,6
1.03,-0.029,0.294,5
-0.491,-0.009,0.012,5
-0.091,0.009,0.017,5
-0.286,0.518,0.004,5
-0.631,0.15,-0.966,5
0.434,-0.411,-0.113,5
0.015,0.119,0.072,5
-0.048,0.403,0.063,5
0.607,0.166,-0.008,6
-0.279,0.132,0.02,5
-0.434,-0.561,-0.912,5
0.045,0.14,0.004,5
-0.052,-0.302,-0.745,5
0.028,-0.133,0.108,4
-0.187,-0.056,-0.037,5
-0.119,0.139,0.581,6
0.197,0.09,0.12,4
-0.259,0.008,0.041,5
-0.022,-0.152,-0.01,4
-0.064,0.118,-0.043,5
-0.383,0.028,-0.04,5
0.324,-0.79,0.217,5
-0.319,-0.76,0.011,5
-0.509,-0.176,-0.611,5
0.961,-0.417,0.046,6
-0.211,-0.385,-0.09,5
0.001,0.143,0.473,5
0.017,0.487,0.04,5
0.129,0.095,0.177,5
0.272,0.193,0.144,5
-0.076,0.214,-0.016,5
0.771,0.152,-0.041,5
0.024,-0.07,-0.027,5
0.11,0.187,-0.022,4
0.069,0.462,-0.063,5
-0.119,0.243,0.02,5
0.515,-0.344,0.021,5
-0.289,-0.126,0.017,5
0.068,0.088,-0.016,4
-0.673,-0.177,-0.077,5
0.137,-0.039,0.008,5
1.302,0.691,-0.05,5
0.467,0.555,0.065,5
0.048,-0.016,0.026,5
0.131,-0.017,0.129,5
-0.566,0.38,-1.927,5
0.226,0.177,-0.025,5
-0.2,-0.021,-0.052,5
0.156,-0.203,0.054,5
-0.348,-0.002,-0.02,6
-0.425,0.032,-0.056,5
-0.267,0.05,-0.02,4
-0.088,0.11,0.702,5
0.234,-0.167,0.022,5
-0.458,-0.209,-0.068,5
0.082,0.16,0.012,5
-0.818,0.291,-0.399,5
0.572,0.193,0.282,5
0.571,0.682,0.073,5
-0.878,-0.972,2.568,5
0.202,0.14,0.026,4
0.564,0.033,-0.47,5
1.065,0.844,-0.638,5
-0.02,-0.637,0.697,5
-0.383,0.55,-0.195,5
-0.102,-0.456,-0.239,5
-0.733,-0.798,-0.263,5
-0.215,0.525,-0.134,5
-0.261,0.259,-0.057,4
0.017,-0.018,-0.018,4
-0.352,0.041,-2.062,5
-0.934,0.291,-0.699,5
-0.231,-0.279,0.367,4
-0.499,0.228,0.058,5
0.016,0.453,0.033,5
0.316,0.567,-2.435,5
-0.444,-0.546,0.114,5
-0.415,-0.024,0.041,6
-0.213,-0.025,-0.035,5
0.544,0.438,0.06,5
-0.07,-0.003,0.08,6
0.227,0.886,0.019,5
0.644,-0.19,0.484,6
0.001,0.284,0.016,5
0.216,-0.189,0.147,5
0.056,0.015,0.03,5
-0.122,0.252,-0.1,5
-0.219,-0.299,0.038,5
0.019,-0.206,-0.013,5
-0.206,-0.687,0.667,4
-0.522,-0.452,0.728,5
-0.506,0.142,-2.974,5
0.361,0.233,-0.004,5
-0.07,-0.276,0.025,5
-0.033,0.126,0.03,6
0.369,-0.337,-0.032,5
-0.167,0.412,-0.53,4
-0.414,-0.982,1.54,5
-0.091,0.026,-0.006,5
-0.156,-0.072,0.012,5
0.287,0.215,-0.373,5
0.29,0.085,0.457,4
-0.332,0.081,-0.033,5
-0.692,-0.694,1.411,5
0.375,-0.608,-0.025,5
-0.191,0.255,0.003,5
-0.014,-0.317,0.012,5
0.26,0.127,0.028,5
-0.454,0.238,-0.05,5
0.203,-0.101,0.02,5
-0.272,-0.155,-0.001,5
1.012,-0.047,-1.049,5
0.784,-0.186,-0.008,5
0.048,-0.528,0.157,5
0.892,0.774,-0.104,5
0.078,-0.109,0.026,5
-0.06,0.285,0.063,5
-0.137,-0.246,0.027,5
-0.334,-0.225,-0.002,5
0.384,0.139,-0.005,5
0.062,0.021,-0.048,5
-0.218,-0.14,0.004,4
-0.212,0.018,-0.044,5
0.162,-1.052,3.132,5
-0.14,0.562,-2.274,4
1.188,1.042,-0.673,5
0.464,0.256,0.363,5
