@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
1.2,-0.405,2.121,5
-0.135,0.578,-0.22,5
0.118,-0.015,0.062,5
-0.067,-0.177,0.021,5
0.02,-0.528,0.246,5
-0.127,0.145,-0.011,4
-0.051,0.095,0.016,5
0.01,0.117,0.026,6
0.501,-0.305,0.067,5
-0.114,0.029,0.034,5
-0.004,0.351,0.038,5
-0.071,-0.086,-0.013,5
-0.007,-0.236,0.983,5
-0.103,0.49,-0.035,5
0.241,0.187,0.092,5
0.279,0.241,-0.074,5
0.02,0.319,0.003,5
-0.083,-0.458,0.223,5
-0.393,0.486,0.33,5
0.569,-0.117,-0.075,5
-0.139,0.308,-0.027,5
0.096,0.263,0.016,5
0.095,-0.091,0.026,5
-0.966,0.079,-0.494,5
0.134,0.161,-0.031,5
-0.404,-0.06,-0.568,5
-0.106,0.159,-0.002,5
0.108,-0.348,0.008,5
-0.216,0.14,-0.011,5
-0.004,0.073,0.023,5
-0.159,-0.383,-0.124,5
0.215,-0.1,0.006,5
0.651,-0.196,0.518,5
-0.137,0.122,-0.012,5
0.122,-0.026,-0.039,5
-0.335,0.461,-0.043,6
0.352,-0.093,0.249,4
0.385,0.099,-0.028,5
-0.108,0.003,0.003,4
0.555,0.006,0.728,5
0.348,0.398,0.011,5
-0.236,0.587,-0.085,5
0.564,-0.23,-0.31,5
-0.639,0.223,-0.031,5
0.215,0.49,-0.072,5
0.231,0.293,0.044,5
0.049,-0.12,-0.018,5
0.314,0.047,0.993,5
-0.146,0.171,0.017,5
-0.086,-0.051,-0.057,5
0.826,0.292,-1.369,5
-0.28,-0.292,0.865,5
-0.855,0.261,-0.016,5
0.026,-0.014,0.061,5
0.37,-0.428,0.028,5
0.068,-0.059,0.045,5
0.07,0.374,0.019,5
0.532,0.983,-2.172,6
0.544,-0.343,0.898,5
-0.392,0.256,0.01,5
0.186,0.128,-0.016,5
-0.057,0.224,-0.021,5
-0.33,-0.506,0.032,5
0.469,-0.627,0.049,5
-0.448,0.672,-0.072,5
-0.411,-0.116,0.026,5
0.422,-0.359,0.029,5
-0.004,-0.377,0.049,5
-0.678,-0.183,-0.436,5
0.025,0.132,-0.023,5
-0.213,-0.036,-0.009,5
0.438,0.227,-0.08,5
-0.085,-0.015,-0.018,5
-0.913,-1.259,2.345,5
-0.247,0.005,-0.05,5
0.096,-0.078,0.022,5
0.004,-0.199,0.1,5
0.142,-0.307,0.017,5
-0.029,-0.027,0.03,5
-0.23,0.249,-0.004,5
0.109,-0.165,-0.525,6
-0.249,-0.04,-0.007,6
0.197,0.41,0.037,5
-0.051,-0.232,0.038,5
0.122,0.479,-0.009,5
0.52,0.073,0.039,5
0.276,-0.963,1.82,4
0.1,-0.327,0.139,5
-0.057,0.075,-0.006,5
0.301,-0.293,-0.035,5
-0.169,-0.073,1.142,5
-0.263,0.178,0.151,5
0.253,-0.453,1.448,5
-0.326,0.239,-0.095,5
0.147,0.475,0.031,4
0.571,0.417,0.254,5
-0.363,-0.22,0.015,4
-0.213,-0.278,-0.025,5
-0.407,0.097,-0.679,6
-0.124,-0.642,-0.336,5
0.199,0.69,-0.507,4
0.178,0.319,-0.044,5
0.136,-0.029,-0.04,5
-0.028,0.02,0.03,5
0.311,0.008,-0.019,5
0.353,-0.119,0.214,5
0.255,0.104,0.161,5
-0.279,0.547,0.005,5
0.767,0.774,-1.586,6
0.533,-0.392,0.039,4
0.952,-0.142,0.016,5
-0.028,0.017,-0.011,4
-0.11,0.133,-0.032,5
-0.63,-0.07,-0.234,5
-0.3,0.172,-0.034,5
0.297,0.237,0.046,5
-0.243,0.53,-0.049,5
-0.337,0.104,0.616,5
-0.208,-0.032,0.002,5
0.275,0.56,-1.683,5
-0.031,-0.382,-0.022,5
0.332,-0.303,-0.065,5
0.097,-0.048,0.033,5
-0.114,-0.172,0.18,5
-1.035,0.379,0.736,5
-0.115,-0.391,-0.006,5
-0.476,0.351,-0.25,6
-0.29,-0.167,-0.017,5
-0.53,-0.135,-0.947,5
-0.416,0.173,0.02,5
0.205,0.036,0.042,5
0.524,0.246,0.034,5
0.468,-0.225,0.032,5
0.062,0.016,0.029,5
0.015,-0.152,0.008,5
-0.023,0.604,-0.67,5
0.697,-0.109,0.149,4
0.429,-1.076,3.85,4
-0.087,0.405,0.07,5
0.58,0.115,0.003,5
0.362,0.032,-0.044,6
0.317,0.148,-1.629,5
0.658,0.331,-1.042,5
0.19,0.311,0.03,6
0.13,0.039,1.028,5
-0.344,-0.087,0.067,5
0.258,0.185,0.006,5
0.148,-0.207,0.013,5
-0.047,-0.11,-0.762,5
0.134,0.132,0.016,5
-0.064,0.053,-0.025,6
0.13,-0.053,-0.021,5
-0.104,-0.148,-0.051,5
0.029,0.133,-0.011,5
0.203,0.095,-0.03,5
0.488,0.076,-0.015,5
-0.087,-0.305,0.086,5
0.107,-0.2,-0.003,5
-0.213,0.283,-0.024,5
-0.103,0.142,0.08,4
0.114,0.015,0.039,5
0.36,-0.086,0.048,6
1.49,0.469,0.671,5
-0.259,-0.18,-1.181,5
0.25,0.013,0.015,5
0.169,-0.06,-0.144,5
0.227,0.697,-0.029,5
0.074,-0.042,0.115,5
0.308,-0.123,-0.049,5
0.015,-0.197,0.107,5
0.484,0.448,0.093,5
0.059,0.096,-0.028,5
-0.829,-0.353,0.008,5
0.794,0.117,-0.021,4
-0.457,0.232,-2.46,5
0.075,-0.029,0.014,5
0.32,0.212,-0.025,5
-0.131,-0.962,1.428,5
-0.225,-0.335,-0.101,4
-0.185,-0.071,-0.017,5
-0.469,-0.308,0.079,5
-0.025,0.671,-0.896,5
-0.169,0.369,-0.015,5
0.261,-0.304,0.028,5
0.297,-0.011,0.046,5
0.476,0.23,0.498,5
-0.126,0.222,-0.068,5
-0.65,0.436,-0.858,5
0.127,0.465,0.035,5
0.055,-0.18,0.035,5
0.592,0.092,0.144,5
-0.109,-0.041,-0.007,5
-0.09,0.455,-0.036,5
0.113,0.454,-0.019,5
0.121,0.149,0.276,5
0.082,-0.216,0.035,5
-0.08,-0.223,-0.099,5
0.093,0.294,0.026,5
0.436,0.377,-1.005,5
-0.022,0.091,-0.058,6
0.027,-0.041,0.039,5
0.535,-0.032,0.788,5
-0.718,-0.832,1.709,5
0.238,0.051,0.152,6
-0.109,0.227,-0.085,6
0.308,-0.433,0.024,5
0.241,0.064,-0.04,5
0.474,0.006,0.051,5
-0.217,0.275,-0.056,5
-0.198,0.131,0.068,5
-0.103,0.143,-0.04,6
-0.174,-0.016,-0.017,5
0.294,0.223,0.014,5
0.118,-0.3,0.032,5
-0.149,0.279,0.023,5
-0.026,-0.094,0.027,6
0.144,-0.094,-0.028,5
0.286,0.755,0.286,4
0.231,-0.272,0.05,5
-0.069,0.122,-0.29,5
0.123,0.294,0.21,5
0.213,-0.143,0.043,5
0.073,-0.176,0.112,4
-0.433,0.454,-1.006,5
-0.007,0.301,-2.27,5
0.027,0.023,0.02,5
0.735,0.23,1.167,5
0.011,0.578,-0.003,5
-0.387,0.645,-0.024,5
-0.063,-0.117,-0.016,5
-0.791,0.034,-0.935,5
0.437,0.457,-1.175,5
0.234,-0.102,0.298,5
-0.034,0.793,-0.009,5
0.069,-0.204,-0.007,5
-0.919,-0.125,-0.306,5
0.128,-0.429,0.415,5
0.315,-0.141,0.029,5
-0.318,-0.185,0.373,5
0.17,0.412,-0.299,5
0.197,0.379,-0.124,5
0.01,0.192,-0.066,5
-0.381,0.476,-0.089,5
-1.46,-0.584,-0.656,5
-0.413,-0.351,0.053,5
-0.349,-0.711,0.166,5
-0.792,0.052,-1.634,5
0.051,-0.022,0.054,4
0.243,0.122,0.003,5
0.97,-0.266,1.615,5
0.115,0.418,-0.028,5
0.177,-0.117,0.041,6
0.45,0.177,-0.641,6
-0.613,0.009,-1.436,5
-0.203,0.398,-0.032,4
-0.012,-0.004,0.037,5
0.003,-1.011,0.915,5
0.039,0.011,-0.002,5
-0.033,0.041,-0.022,5
0.026,-0.017,-0.046,5
-0.347,0.336,0.038,6
0.154,0.008,0.008,5
0.02,-0.014,0.023,5
-0.579,-0.782,0.828,5
-0.086,0.004,-1.011,5
-0.222,-0.154,0.015,5
-0.192,0.565,-0.867,5
-0.191,0.03,0.233,6
-0.334,-0.151,0.033,5
0.067,0.155,-0.024,5
0.082,-0.024,0.036,5
-0.136,0.247,-0.112,5
0.019,0.114,-0.021,5
-0.166,0.148,-0.724,5
-0.321,0.542,-0.137,5
0.732,0.079,-0.3,5
-0.097,0.45,0.034,5
-0.309,-0.079,-0.049,5
0.269,0.281,-0.003,5
0.046,0.179,0.107,5
-0.031,0.019,-0.004,6
-0.017,-0.005,-0.009,4
-0.071,-0.289,0.475,5
-0.718,-0.174,-1.167,5
0.041,-0.068,0.029,6
0.083,-0.084,0.055,4
0.592,0.298,-0.944,5
-0.119,-0.064,-0.055,4
0.87,0.074,0.526,5
0.45,0.308,-0.105,5
-0.518,-0.907,1.488,5
0.028,0.098,0,5
0.029,-0.339,-0.038,5
-0.242,-0.288,-0.062,5
-0.371,0.23,-0.041,5
0.397,0.533,-0.032,5
-0.208,-0.207,-0.102,5
0.73,-0.388,0.007,5
-1.45,-1.105,-0.21,4
1.129,1.043,-0.748,5
0.106,-0.183,0.661,5
-0.439,-0.263,0.003,5
-0.564,0.424,-0.034,5
-0.102,0.119,0.008,5
-0.188,0.217,0.007,5
0.458,0.242,0.465,5
0.276,0.311,-0.609,5
-0.186,-0.152,0.003,5
-0.277,0.321,-0.161,5
-0.149,-0.159,0.1,6
0.18,0.548,0.235,5
-0.363,0.525,-0.329,5
0.229,0.19,-0.014,5
-0.054,0.168,-0.013,5
-0.531,-0.166,0.032,5
-0.314,0.308,0.009,5
-0.166,0.026,0.001,5
0.162,0.009,0.033,5
-0.313,-0.215,-0.107,5
0.967,-0.444,0.032,5
-0.338,-0.365,0.098,4
0,0.089,-0.032,5
-0.325,-0.064,0.023,5
-0.501,-0.459,0.934,5
0.575,0.215,-0.091,5
-0.573,0.357,-0.539,5
-0.015,-0.004,0.04,5
-0.195,0.221,-0.002,5
-0.269,0.151,-0.012,5
-0.131,0.154,-0.024,5
0.125,0.289,-0.261,4
0.149,0.234,-0.04,5
0.333,0.143,0.047,5
0.058,0.467,0.014,5
0.64,-0.56,0.029,4
-0.126,-0.121,0.043,5
0.304,-0.647,-0.1,6
-0.174,0.471,-0.015,5
0.04,0.097,-0.007,5
0.225,0.716,-1.281,6
-1.329,-1.264,1.213,5
0.022,-0.066,-0.007,5
0.053,-0.355,-0.205,5
-0.058,0.018,0.069,5
0.059,-0.303,0.043,5
0.047,0.013,0.01,4
0.471,-0.287,0.045,5
0.462,0.659,-0.13,5
-0.177,-0.989,1.268,5
-0.752,-0.784,0.726,6
0.473,-0.018,0.015,5
0.03,0.348,0.47,5
0,-0.062,0.01,5
-0.756,-0.347,-0.86,5
-0.536,0.294,-0.007,5
-0.143,-0.011,-0.047,5
0.297,0.724,-0.045,5
0.071,-0.195,0.282,5
-0.178,0.065,-0.043,5
-0.429,0.246,0.664,5
-0.211,-0.197,-0.041,5
0.28,0.376,0.112,5
0.144,0.285,0.017,5
0.516,0.043,0.22,5
0.515,-0.098,0.709,5
-0.185,0.107,-0.022,5
0.134,0.122,-0.045,5
0.206,-0.024,0.028,5
0.94,-0.976,4.036,5
-0.011,0.532,-0.119,5
0.238,-0.013,0.001,5
-0.096,-0.042,0.027,5
0.553,0.396,-0.072,5
0.294,-0.318,0.004,5
-0.144,0.061,0.037,5
-0.213,-0.162,-0.062,5
0.405,-0.194,0.006,5
0.219,-0.313,0.037,5
0.022,0.552,0.003,5
-0.386,-0.686,-0.325,5
0.084,0.125,0.418,4
-0.422,0.103,-0.887,5
-0.205,0.32,0.055,5
-0.647,-0.533,-0.62,5
0.019,-0.066,-0.035,5
0.052,-0.037,-0.006,5
0.054,-0.121,-0.075,5
-0.318,-0.512,0.3,4
-0.135,0.019,-0.029,5
0.109,0.002,-0.089,5
-0.124,0.024,-0.06,5
0.731,0.578,-0.925,5
0.16,-0.152,0.031,5
-0.147,0.042,-0.018,5
-0.714,-0.416,0.151,4
0.501,-0.294,0.01,5
-0.454,0.112,0.034,5
-1.853,-1.448,-0.133,5
-0.063,-0.027,0.001,5
-0.063,-0.128,0.043,5
-0.069,-0.193,0.114,5
0.132,0.098,-0.025,5
-0.371,-0.316,0.026,5
0.481,-0.259,0.004,6
-0.751,-0.421,-0.286,5
0.03,0.009,-0.043,5
0.03,-0.177,-0.011,5
-0.145,-0.136,0.004,5
0.022,0.127,-0.03,5
-0.086,-0.022,0.109,5
0.348,0.659,-1.463,5
-0.293,-0.175,-0.001,5
0.475,-0.686,0.099,5
0.032,-0.252,-0.009,5
0.05,0.077,0.027,5
0.04,0.132,-0.344,5
-0.127,0.192,0,5
-0.295,-0.391,-0.01,5
-0.462,0.323,-0.008,5
0.106,-0.247,0.017,5
-0.113,0.133,0.049,5
-0.275,0.323,0.001,5
0.435,0.641,-2.801,6
0.048,-0.1,-0.294,4
0.114,0.069,-0.029,6
0.25,0.09,-0.002,5
-0.307,-0.636,0.398,5
-0.039,-0.416,-0.005,5
0.09,0.19,-0.008,5
0.049,0.016,0.01,5
-0.449,0.205,0.248,5
0.131,0.298,0.021,5
-0.585,-0.81,-0.398,5
0.038,-0.174,-0.054,5
0.147,0.114,0.068,6
0.184,0.161,0.042,5
-0.222,0.334,-0.048,5
0.027,0.223,0.071,5
0.114,0.272,0.035,4
0.178,-0.049,-0.044,5
-0.23,0.246,0.002,5
1.341,0.353,0.604,5
0.136,-0.068,0.036,5
0.021,-0.238,-0.309,5
0.043,-0.475,0.181,5
-0.048,-0.399,0.071,5
0.062,0.126,-1.263,5
-0.651,-0.198,-0.977,5
-0.451,-0.048,0.136,5
-0.214,-0.076,0.041,5
-0.032,0.43,-0.207,5
0.29,-0.046,0.06,5
-0.794,-1.148,2.388,5
-0.486,0.088,-0.013,5
0.011,0.828,-0.021,5
0.15,0.011,0.06,5
0.43,0.022,-0.003,4
-0.256,0.274,0.022,5
0.235,-0.096,0.015,5
-0.022,0.115,-0.062,5
0.027,-0.142,-0.028,5
-0.043,-0.038,0.04,5
-0.597,-0.034,-1.428,5
0.253,0.14,0.086,5
0.494,0.445,0.016,5
-0.237,-0.52,-0.125,5
0.087,0.265,-0.008,5
0.089,0.123,0.044,5
0.384,-0.138,0.447,5
-0.018,-0.609,1.069,5
0.387,0.524,-0.004,5
-0.322,-0.234,-0.041,6
-0.056,-0.433,-0.085,5
-0.204,-0.212,0.048,5
-0.413,-0.412,0.265,5
-0.005,0.036,0.007,5
0.622,0.083,0.016,5
-0.113,-0.018,0.108,4
0.316,-0.092,0.019,5
-0.071,0.281,-0.002,4
0.442,-0.19,0.562,5
0.226,0.741,-2.201,5
-0.435,-1.03,1.135,6
0.365,-0.069,0.024,5
0.08,0.058,-0.039,5
-0.178,0.231,-0.08,5
-0.413,0.026,-0.042,5
0.193,0.239,0.026,5
0.141,0.176,0.02,5
0.271,-0.153,-0.024,4
0.196,0.152,0.027,5
0.085,0.432,0.016,5
-0.726,-1.009,0.5,5
0.208,-0.128,0.845,5
-0.639,-0.119,-0.528,5
-0.835,-0.467,-0.141,5
0.131,-0.211,0.012,5
-0.77,0.058,-1.887,5
-0.328,-0.054,0.032,4
-0.349,-0.016,-0.4,4
0.351,-0.082,0.046,5
-0.178,-0.123,-0.247,5
-0.2,-0.5,-0.103,5
-0.22,0.004,0.015,5
0.153,0.014,0.025,5
-0.056,0.014,-0.014,5
-0.233,0.436,-0.019,5
0.165,0.161,0.016,5
-0.311,-0.025,0.02,5
-0.332,0.26,0.116,5
-0.114,0.159,-0.028,5
0.45,-0.259,0,5
0.097,-0.193,0.094,5
0.203,0.16,-0.017,5
0.512,0.157,0.318,5
0.497,-0.345,0.017,5
0.174,-0.59,0.035,5
0.149,0.436,-0.019,5
-0.363,0.093,0.025,5
-0.683,-0.118,-1.275,5
0.003,0.089,-0.03,5
-0.275,0.324,0.078,5
-0.119,-0.365,0.322,4
-0.126,-0.202,0.297,5
-0.028,-0.031,0.019,5
0.137,0.328,0.008,5
0.163,0.066,-0.043,5
-0.372,0.07,-0.043,5
-0.244,0.076,0.007,5
0.24,0.523,0.024,5
0.08,0.2,0,5
0.059,0.213,0.039,5
0.065,-0.148,-0.037,5
0.176,-0.151,0,5
0.715,-0.015,0.048,5
0.12,-0.019,0.006,5
0.039,0.029,0.005,5
0.084,0.007,0.019,5
-0.158,-0.358,-0.096,5
0.189,0.226,0.036,5
-0.076,-0.078,-0.024,5
-0.896,-0.094,0.525,5
-0.307,-0.589,-0.414,5
-0.055,0.576,-2.952,5
0.39,-0.37,-0.011,5
0.174,-0.708,0.069,5
0.146,0.727,-0.023,5
0.719,0.304,-1.053,4
-0.217,-0.124,-0.008,5
0.226,0.074,0.003,5
0.115,-0.063,-0.003,5
0.108,0.324,-0.027,5
-0.433,-0.213,-0.033,5
0.181,0.29,-2.458,5
0,-0.019,-0.009,5
0.331,-0.159,-0.375,5
-0.244,0.056,-0.054,5
-0.372,-0.052,-0.001,5
-0.212,-0.078,0.022,5
0.082,-0.082,0.006,5
-0.23,0.376,0.576,5
-0.332,0.048,-0.01,5
0.115,-0.09,-0.04,5
0.025,0.069,-0.034,5
0.019,-0.07,-0.002,5
-0.938,-0.081,-1.61,5
0.563,0.125,-0.103,5
0.005,0.053,0,5
-0.246,0.057,0.013,5
-0.187,0.055,1.18,5
-0.617,0.403,-0.116,5
-0.263,-0.299,-0.078,5
-0.261,0.441,-0.685,5
0.054,0.02,-0.022,5
-0.321,-0.504,0.319,5
0.154,-0.162,-0.28,5
-0.052,0.219,-0.002,5
-0.28,0.131,-0.441,6
-0.032,0.072,0.037,4
-0.055,0.133,0.02,5
0.049,0.281,-0.003,6
-0.432,0.262,0.09,5
0.151,0.019,0.073,5
1.661,0.835,-0.346,6
0.59,0.987,-0.951,5
-0.163,-0.133,-0.021,5
0.192,0.689,0.106,5
-0.166,-0.941,1.662,5
0.157,0.203,-0.02,4
-0.072,0.01,-0.028,5
-0.7,-0.841,-0.905,5
-0.152,0.035,-0.027,5
0.362,-0.177,0.108,5
0.39,0.341,0.073,5
-0.198,-0.01,-0.051,5
0.009,-0.037,0.002,5
0.317,0.101,-0.018,6
0.404,0.237,-0.371,5
0.73,-0.072,0.068,5
-0.567,-0.205,-0.882,5
-0.302,-0.091,0.137,5
0.089,0.002,0.024,5
0.023,-0.059,0.046,5
0.072,0.252,-0.033,5
-0.004,0.24,-0.049,5
-0.375,0.608,4.607,5
0.355,0.591,-0.39,6
-0.251,-0.052,0.02,5
-0.893,-0.405,0.556,5
-0.258,0.341,0.049,5
0.036,0.204,-0.076,5
0.128,-0.047,-0.184,5
-0.558,-0.085,-1.431,5
-0.211,0.463,-0.039,5
0.191,-0.451,0.002,5
-0.228,0.16,-0.014,5
-0.086,-0.079,0,6
0.253,0.049,0.034,5
-0.567,0.215,-0.063,5
-0.206,0.624,-0.251,6
-0.755,0.044,-0.715,5
-0.265,0.022,-0.037,5
0.193,-0.095,0.169,5
0.752,0.51,-1.765,5
0.259,-0.327,-0.136,5
-0.243,-0.139,0.205,5
0.252,0.338,0.088,5
-0.167,-0.172,0.038,5
-0.79,-0.875,2.222,5
0.134,0.458,0.024,5
-0.068,0.168,-0.075,5
-0.654,-0.908,-0.618,5
0.213,-0.133,0.049,5
-0.645,-0.629,-0.016,5
0.416,-0.318,0.36,5
0.41,0.565,0.005,5
-0.337,-0.599,0.452,5
0.092,-0.04,-0.044,5
-0.11,0.599,-1.657,5
-0.029,0.555,0.084,5
0.144,-0.474,0.047,5
-0.023,-0.161,-0.037,5
-0.017,-0.043,-0.035,5
0.054,-0.297,0.073,5
-0.469,0.114,-0.494,5
-0.48,0.347,0.011,5
0.045,-0.139,0.008,5
-0.681,-0.422,0.054,5
0.19,-0.537,0.025,5
-0.553,0.553,-0.24,5
-0.357,0.229,-0.046,5
-0.376,-0.836,-1.019,5
0.138,0.423,0.016,6
-0.141,-0.059,0.025,5
0.508,0.044,0.353,4
0.345,0.103,0.003,5
0.201,0.285,0.03,5
-1.175,-0.452,1.152,5
-0.015,-0.098,0.001,5
-0.482,0.081,-0.054,5
-0.117,-0.29,-0.051,5
0.22,0.306,-1.457,5
-0.613,0.512,-0.129,5
0.682,0.205,0.103,5
0.137,-0.722,0.565,4
-0.739,-0.211,-1.974,5
0.226,0.054,-0.015,5
0.129,0.367,-0.162,5
-0.057,-0.307,0.016,5
0.431,-0.068,0.142,5
-0.169,0.56,-0.037,4
-0.037,0.256,-0.075,5
0.013,0.462,-0.004,5
0.076,0.098,-0.009,6
0.339,-0.2,-0.019,6
0.276,0.751,-1.647,5
-0.688,-0.742,0.283,5
0.917,0.825,-0.837,5
-1.107,-0.857,0.111,5
-0.109,0.148,-0.04,5
-0.013,-0.237,0.013,5
0.274,0.452,-0.041,5
-0.352,0.25,0.103,5
-0.35,-1.323,2.886,5
0.168,0.306,-1.088,5
-0.177,0,0.001,5
-0.206,-0.019,0.018,5
0.081,-0.249,-0.017,5
-0.054,0.118,-0.002,5
-0.67,-1.094,2.856,5
-0.437,-0.97,1.359,5
0.15,0.265,-0.214,5
-0.249,-0.094,-0.018,5
-0.65,-1.013,1.124,4
1.125,-0.604,1.935,5
-0.575,0.208,-0.709,5
0.274,0.307,0.063,5
0.05,0.05,0.052,5
-0.091,-0.074,-0.017,5
0.099,-0.269,0.046,6
0.178,0.527,0.008,5
0.274,0.389,-1.423,4
-0.017,-0.432,0.032,5
-0.823,-0.337,-0.652,5
-0.098,0.024,0.007,6
0.186,0.384,-0.035,5
0.369,0.118,0.053,5
1.359,-0.285,0.957,5
0,0.152,-0.008,4
-0.657,0.158,-0.603,5
-0.351,0.094,-0.024,5
0.217,0.219,0.008,5
-0.147,-0.038,0.014,5
-0.046,-0.394,-0.043,5
-0.41,0.259,-0.039,5
0.231,-0.821,0.016,5
-0.159,-0.113,-0.056,5
0,0.357,0,5
0.164,0.142,-0.004,5
0.516,0.506,-0.269,5
0.094,0.171,-0.019,5
-0.076,0.472,-0.081,5
0.378,-0.551,0.123,5
0.032,0.207,-0.038,5
0.146,0.331,0.062,5
0.019,0.18,0.519,5
0.707,0.507,0.371,5
-0.413,-1.284,1.439,5
-0.187,-0.176,0.042,5
0.418,-0.179,-0.075,5
0.077,0.07,0.024,5
-0.256,-0.075,-0.012,5
-0.187,0.178,-0.027,5
0.253,-0.178,0.049,5
-0.191,-0.188,0.034,5
0.384,-0.152,-0.004,5
0.03,-0.006,0.01,5
0.315,0.167,0.591,5
0.075,-0.193,0.121,6
-0.193,-0.854,2.446,5
0.134,-0.211,-0.018,4
-0.251,0.116,0.47,5
-0.114,0.15,-0.036,5
-0.031,0.065,-0.027,5
-0.075,0.281,0.05,5
-0.54,0.166,-0.035,5
-0.125,-0.191,0.073,6
-0.054,0.066,0.041,5
-0.229,-0.017,-0.048,5
-0.454,0.173,0.014,5
0.097,0.078,0.78,5
0.507,-0.198,0.128,6
0.202,0.428,0.045,5
-0.25,-0.007,-0.008,5
0.021,0.631,0.015,5
-0.11,0.125,0,6
-0.005,-0.022,-0.191,5
-0.684,-0.704,0.02,5
0.175,-0.27,0.017,5
-0.383,0.119,-0.01,5
-0.126,-0.217,-0.043,5
-0.7,-0.084,-1.381,5
-0.48,0.292,-0.163,5
0.395,0.443,0.061,4
0.375,0.334,0.066,5
-0.486,0.406,-0.094,5
0.399,-0.768,1.423,5
-0.293,-0.759,0.198,5
0.241,-0.227,0.036,5
-0.059,0.032,0.045,4
0.355,0.259,-0.265,5
0.038,0.332,-0.039,5
-0.743,-0.476,0.636,5
-0.101,-0.026,-0.042,4
-0.14,0.044,0.001,5
-0.011,-1.088,2.703,5
-0.303,0.494,0.013,5
0.657,-0.349,0.027,5
0.252,0.097,0.039,5
0.173,0.004,0.016,5
-0.131,-0.19,-0.009,5
0.731,0.003,-0.22,5
0.025,-0.048,-0.015,5
-0.009,-0.071,0.032,5
0.358,-0.051,-0.578,5
-0.006,0.002,-0.01,5
0.276,0.818,-2.656,5
-0.019,0.24,0.006,5
0.416,0.087,-0.019,5
0.181,0.294,-0.01,5
-0.135,-0.188,-0.044,5
-0.646,-0.157,-1.016,5
-0.236,0.017,-0.067,5
-0.27,-0.028,-0.5,5
0.157,-0.705,0.237,5
-0.109,0.075,0.57,5
-0.258,-0.993,2.526,4
0.311,-0.146,0.365,5
0.134,0.214,-0.019,5
-0.051,-0.164,-0.001,5
-0.15,0.021,-0.006,5
-0.205,-0.237,-0.029,5
-0.526,-0.125,-0.003,5
-0.029,0.065,0.048,5
0.012,0.035,0.214,5
0.24,-1.145,3.362,5
-0.045,-0.592,0.068,4
0.013,-0.093,0.186,5
-0.519,0.104,-0.021,5
-0.664,-0.038,-0.668,5
-0.222,-0.024,-0.039,5
-0.083,-0.008,0.042,5
-0.358,-0.26,0.022,5
-0.081,0.218,-0.002,6
-0.732,-0.349,0.067,5
0,-0.402,0.5,5
-0.573,0.225,-0.025,5
-0.082,0.023,-0.043,5
0.048,-0.052,0.195,5
-0.89,0.014,-0.399,5
0.04,0.25,-0.156,5
0.18,-0.602,0,5
0.119,0.021,-0.027,5
-0.545,0.131,-0.315,5
-0.05,-0.048,-0.037,6
-0.005,-0.16,0.002,5
-0.108,0.06,0.002,5
-0.131,-0.011,-0.025,5
0.335,-0.029,0.04,6
-0.02,-0.108,-0.03,5
0.103,0.256,0.05,5
0.327,-1.263,1.966,5
-0.041,-0.355,-0.035,5
-0.033,-0.008,-0.021,5
-0.014,0.289,-0.078,4
0.256,0.39,-0.009,5
-0.168,-0.578,-0.139,5
-0.137,-0.727,-0.045,5
0.409,-0.526,0.044,4
0.125,0.178,0.044,4
0.492,0.115,-0.025,5
-0.012,-0.232,0.024,5
0.288,-0.608,0.016,4
-0.194,-0.081,0.031,5
0.472,0.056,0.001,5
-0.186,-0.618,0.769,5
-0.084,0.1,-0.014,5
-0.09,-0.58,0.444,5
1.013,0.417,-0.523,5
-0.698,-0.064,-0.011,5
0.051,-0.192,-0.074,5
-0.058,0.34,0.283,6
-0.389,-1.702,2.756,5
-0.214,-0.058,-0.022,5
-0.196,-0.167,-0.012,6
-0.996,-0.771,0.134,6
0.255,-0.055,0.027,5
-0.385,-0.141,0.046,5
0.444,-0.658,0.042,5
0.022,-0.117,-0.004,4
-0.095,0.435,-0.167,5
0.087,0.011,-0.04,5
0.04,0.162,-0.005,5
-0.371,-0.613,-0.144,5
0.176,-0.169,-0.04,5
-0.617,-0.541,-0.798,5
-0.156,-0.014,0.01,5
-0.073,0.004,-0.031,5
0.086,0.222,0.444,6
0.018,0.148,-0.001,5
0.039,-0.698,0.017,5
-0.027,-0.177,0.162,5
0.212,0.506,-1.189,5
-0.355,-0.204,0.481,5
-0.977,-0.421,-0.05,5
-0.181,-0.064,-0.064,5
0.065,-0.073,0.347,5
-0.388,-0.014,0.051,5
-0.074,0.44,-0.721,5
0.553,-0.782,0.13,5
-0.256,-0.107,0.015,5
0.985,-0.003,0.032,6
0.021,-1.018,2.173,5
-0.641,0.207,-0.403,5
-0.094,-0.027,-0.004,5
0.364,0.046,-0.028,5
0.117,-0.852,0.033,5
0.099,0.168,-0.022,5
0.059,-0.394,-0.238,5
-0.159,0.136,0.019,5
0.312,-0.137,-0.329,5
-0.116,-0.344,-0.05,5
-0.085,0.206,0.018,5
0.005,0.414,0.085,5
-0.521,-0.343,0.057,5
0.058,0.327,-0.246,5
0.107,-0.045,0,5
0.168,0.335,0.037,6
0.196,-0.139,0.101,4
0.461,0.224,0.161,5
0.249,-0.455,0.082,5
0.282,0.118,0.003,5
