@relation portrait_noG-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement

@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute TP numeric

@data
-0.065,0.378,0.203,5
0.026,-0.138,0.036,6
-0.203,-0.048,0.234,5
0.023,-0.543,0.236,5
-0.097,-0.077,-0.257,5
0.031,-0.127,-0.013,5
-0.317,0.239,-0.029,5
0.443,0.3,-0.004,5
-0.106,0.025,0.032,5
0.505,0.079,-1.407,5
-0.605,-0.352,0,5
0.418,0.453,0.019,5
-0.119,0.163,-0.238,5
-0.126,0.181,0.172,5
-0.791,-0.082,-0.016,5
-0.116,0.18,-0.005,5
-0.553,0.259,-0.33,5
0.082,0,-0.011,5
0.097,-0.041,0.033,5
0.061,-0.053,-0.035,6
-0.73,-0.083,-0.071,5
-0.295,-0.012,0.09,5
0.664,0.904,-2.161,5
0.535,-0.012,-0.1,5
0.35,0.287,1.206,5
-0.168,0.263,-0.508,5
0.106,-0.113,0.113,5
-0.744,0.238,0.2,5
1.543,0.237,0.513,5
-0.029,0.133,0.115,5
0.035,0.14,-0.015,5
0.758,0.768,-0.642,6
0.029,0.038,0.01,4
0.304,0.555,-0.031,5
-0.061,0.75,-1.102,5
-0.25,0.289,-0.182,5
-0.158,-0.189,-0.558,5
0.192,0.227,0.049,4
-0.122,-0.022,-0.053,5
-0.357,-0.049,0.228,5
0.375,-0.013,0.023,5
-0.523,-1.191,3.029,4
0.153,-0.966,1.09,5
0.742,0.476,-1.715,5
0.223,-0.247,0.042,4
-0.639,-0.641,0.242,5
1.184,-0.168,-0.027,5
-0.025,-0.024,-0.015,5
0.246,-0.794,2.408,5
0.313,0.358,-0.009,5
-0.013,0.581,-0.038,5
-0.162,0.322,0.005,5
0.254,-0.644,-0.001,5
0.268,0.331,0.052,5
-0.196,0.033,-1.399,5
0.159,0.074,-0.009,5
-0.089,-0.245,-0.054,5
0.487,-0.721,0.625,5
-0.287,0.412,-0.087,5
-0.089,0.141,-0.036,5
0.448,0.352,0.253,5
-0.2,0.189,-0.018,6
-0.277,-0.115,-0.011,4
-0.443,0.243,-2.174,5
-0.051,-0.39,-0.117,6
0.57,0.295,-0.001,5
-0.045,-0.081,0.023,5
-0.038,-0.017,0.008,5
0.962,-0.443,0.477,5
0.635,0.464,-0.142,5
0.154,0.082,-0.016,5
-0.007,-0.11,-0.011,5
-0.073,0.269,-0.05,5
0.091,0.143,-0.019,5
-0.025,0.145,-0.042,5
-0.261,0.002,0.023,5
-0.35,-0.045,-0.259,4
-0.106,0.036,0.019,5
0.082,-0.191,0.428,5
-0.682,0.086,-1.646,6
-0.276,-0.158,-0.028,5
-0.361,-0.266,-0.013,5
-0.182,-0.13,-0.04,5
0.146,0.069,0.578,4
0.165,0.287,-0.022,5
-0.109,0.264,0.886,5
0.262,0.257,-0.018,5
0.018,0.037,0.152,5
-0.068,0.06,-0.146,5
0.004,-0.049,0.132,5
-0.048,-0.044,0.001,5
-0.196,0.553,-0.051,5
0.25,-0.159,-0.267,5
0.288,-0.236,0.07,5
-0.697,-0.347,0.075,5
-0.567,-0.098,-0.814,5
-0.484,-1.145,1.441,5
0.22,-0.083,-0.045,5
-0.034,-0.059,-0.017,6
-0.112,0,-0.024,5
-0.051,0.223,0.003,5
0.103,-0.225,0.075,5
0.316,0.276,0.009,5
0.034,0.278,0.103,6
0.584,0.162,-0.196,4
0.092,-0.294,0.023,6
0.035,0.318,0.042,5
-0.093,0.39,-0.01,5
-0.1,-0.284,-0.009,5
0.143,0.066,-0.017,5
-0.482,-1.147,3.001,5
0.002,0.026,0.028,5
0.16,-0.053,0.055,5
-0.151,0.13,-0.027,5
-0.006,-0.01,-0.012,5
0.468,-0.015,0.329,5
-0.242,-0.008,0.023,5
-0.386,-0.271,0.019,4
0.17,0.232,-0.124,5
0.132,-0.493,0.053,5
0.371,-0.031,0.157,5
0.39,-0.469,0.916,5
-0.044,-0.102,-0.047,5
0.293,0.087,0.014,5
0.867,-0.216,-0.07,6
0.268,0.344,0.001,5
0.773,0.229,-0.022,5
0.641,-0.316,0.061,5
0.248,0.166,-0.807,5
-0.066,0.242,-0.054,5
-0.096,-0.103,-0.006,5
-0.024,0.021,0.13,5
0.018,-0.051,0.035,5
0.368,0.003,-0.045,5
-0.368,-0.18,-0.097,5
0.856,-0.127,0.146,5
-0.437,-0.898,2.282,5
-0.046,-0.029,0.064,5
0.342,0.12,0.039,5
0.867,-0.089,1.249,5
-0.053,0.123,0,5
0.101,0.022,0.13,5
-0.084,-0.023,0.05,5
-0.314,-0.1,-0.022,4
-0.162,0.295,0.004,5
0.244,0.052,0.753,5
-0.099,-0.147,0.086,5
0.056,-0.025,0.556,5
-0.414,0.579,0.008,5
0.083,0.084,0.052,5
-0.602,-0.063,-0.356,5
0.009,-0.011,0.172,5
0.131,0.228,-0.032,5
-0.311,0.227,0.013,5
0.06,-0.434,0.225,5
0.009,0.328,0.083,5
-0.001,0.107,-0.087,5
-0.036,-0.098,0.023,5
0.008,-0.097,-0.021,5
-0.707,0.02,-0.669,5
-0.046,0.269,0.019,5
-0.35,-0.408,0.021,5
-0.123,-0.037,0.471,6
0.195,0.176,-0.03,5
-0.155,0.361,-0.005,5
0.04,0.013,0.007,5
0.685,0.204,-0.866,6
0.046,-0.83,0.132,5
-1.247,-0.621,0.183,5
0.315,-0.091,-0.075,5
0.107,-0.114,0.034,5
0.599,0.407,-0.827,5
-0.923,0.071,-0.97,5
-0.262,0.092,-0.068,6
0.326,0.024,0.035,5
0.53,-0.106,-0.039,4
0.457,0.467,-0.02,5
1.024,0.271,-0.212,5
0.144,-0.048,0.081,6
-0.166,0.467,-0.409,5
-0.328,0.372,-0.03,4
0.082,0.181,-0.015,5
0.395,-0.371,0.57,6
0.218,-0.116,-0.018,5
-0.134,0.021,-0.007,5
-0.137,-0.131,-0.053,5
0.077,0.213,0.008,5
-0.428,0.003,0.001,5
0.128,-0.366,-0.1,5
-0.339,-0.085,-0.037,5
-0.151,0.377,-0.038,6
-1.242,-0.812,0.621,5
0.316,-0.555,-0.065,5
0.114,-0.539,0.264,5
0.314,0.143,-0.058,5
-0.206,-0.079,0.02,5
0.665,0.2,-0.036,6
0.098,-0.149,-0.296,4
0.188,0.55,0.589,5
-0.419,-1.148,2.319,5
-0.181,-0.147,-0.017,5
0.205,-0.08,0.035,5
0.208,-0.738,0.051,5
-0.152,-0.023,0.234,5
0.028,0.067,0.076,5
-0.025,0.132,0.76,5
-0.182,0.333,-0.046,5
-0.326,-0.301,-1.134,5
0.741,0.32,-0.463,6
0.075,-0.138,0.006,5
-0.283,0.089,0.659,5
-0.273,-0.12,-0.026,5
0.356,0.26,0.108,4
-0.531,0.209,-0.019,5
-0.288,-0.487,-0.071,5
-0.004,0.029,-0.028,5
0.151,0.276,-1.057,5
0.337,-0.005,0,5
0.223,0.126,-0.002,5
-0.198,-0.124,-0.031,5
-0.64,0.142,0.053,5
0.033,0.062,0.026,5
0.014,0.055,0.011,5
0.118,0.022,0.177,5
-0.057,-0.299,0.013,5
0.295,-0.233,0.002,4
-0.693,0.125,-2.809,5
-0.441,-0.027,-0.141,6
-0.165,0.051,-0.016,5
0.253,0.015,0.122,5
-0.098,0.185,0.003,5
-0.683,-0.649,-0.886,5
0.267,0.077,-0.056,5
-0.212,0.216,0.042,5
-0.438,0.566,-0.684,5
-0.113,-0.04,0.037,5
-0.047,-0.212,0.246,5
-0.276,-0.195,0,5
-0.022,0.207,-0.034,5
0.14,0.681,-0.619,5
0.81,0.334,-0.939,5
0.327,-0.008,0.022,6
-0.012,0.013,0.09,5
-1.293,-0.38,-0.326,5
-0.101,-0.129,0.137,5
0.178,-0.725,0.808,6
-0.164,0.187,-1.239,5
-0.333,-0.131,-0.012,5
0.051,-1.301,3.02,5
-0.176,-0.15,-0.052,4
0.029,0.513,-0.197,4
0.096,0.755,-2.658,4
0.207,0.338,-0.02,5
-0.56,-0.982,3.109,4
-0.134,0.324,-0.346,5
0.063,0.054,0.009,5
0.349,-0.313,0.07,5
-0.229,0.016,-0.014,5
0.019,0.192,0.033,5
-0.16,-0.27,0.094,5
-0.405,-0.597,-0.14,5
-1.35,-0.501,-1.598,5
-0.272,0.445,0.046,5
-0.149,0.42,-0.012,5
0.059,-0.827,0.022,5
-0.085,-0.318,0.007,5
-0.807,-0.672,-0.083,5
-0.281,0.22,0.008,5
0.146,-0.096,0.157,5
0.007,-0.15,0.043,6
0.075,-0.02,0.092,4
-0.047,0.395,0.005,5
-0.33,-0.031,-0.037,5
0.065,-0.055,0.062,5
-0.283,0.277,-0.054,5
0.068,0.07,0.023,4
-0.226,0.104,0.984,5
-0.429,0.223,-0.077,5
0.555,0.775,-2.925,5
0.24,-0.83,1.101,5
-0.033,-0.266,0.045,4
-0.167,0.079,-0.012,5
-0.168,0.419,-0.069,5
-0.034,0.051,0,5
0.634,0.404,0.03,5
-0.209,0.107,-0.063,5
0.345,0.122,0.201,5
0.158,-0.259,0.08,5
-0.139,0.541,-0.309,5
-0.372,-0.371,0.257,5
-0.038,0.043,0.029,6
0.076,0.083,-0.11,5
0.895,0.269,0.138,4
0.754,0.286,-0.582,6
0.054,-0.266,0.003,5
-0.365,0.212,-0.004,5
-0.058,0.007,0.027,5
-0.286,0.761,-0.149,5
-0.166,0.127,-0.563,5
-0.062,-0.44,0.621,5
0.145,0.043,0.018,5
0.378,-0.562,-0.012,5
0.238,0.421,-0.001,5
-0.453,0.024,-0.599,5
0.453,0.05,0.145,5
0.709,-0.441,2.365,5
0.827,0.687,-0.93,5
0.281,0.387,-0.067,5
0.276,0.08,0.005,5
0.949,-0.238,-0.027,5
-0.015,0.465,0.006,6
-0.43,-0.295,0.035,5
0.153,0.371,-0.3,5
0.699,-0.177,0.585,5
0.073,-0.087,0.011,5
0.469,0.084,0.28,5
-0.109,0.269,-0.077,5
0.065,0.036,0.111,6
-0.707,-0.272,-2.055,5
0.206,0.392,0.023,5
-0.39,0.039,0.366,5
0.461,0.543,0.025,4
-0.047,0.374,-0.078,5
0.128,0.209,-0.601,6
0.194,0.251,-0.265,5
-0.29,-0.243,0.129,5
-0.212,0.125,-0.021,4
0.08,0.013,-0.975,5
-0.867,-0.014,-0.223,6
-0.389,-1.132,1.439,5
0.351,0.37,-0.356,5
0.35,0.467,-0.435,5
0.108,-0.18,-0.041,5
0.083,0.012,0.001,5
0.137,0.012,0,5
-0.259,-0.405,-0.13,4
0.32,0.196,0.337,5
-0.122,0.167,-0.001,5
-0.16,0.635,-0.01,5
0.812,0.634,-0.344,5
0.058,0.163,-0.034,4
-0.472,-0.017,0.001,5
0.062,-0.038,0.082,5
0.263,0.446,-0.49,5
0.287,-0.041,-0.052,5
0.451,0.799,-1.72,5
0.132,0.052,-0.066,5
-0.437,0.079,0.005,5
-0.673,0.312,-1.503,5
0.538,0.498,0.078,5
0.469,0.204,0,5
-0.207,-0.26,-0.031,5
0.688,0.161,-0.099,5
-1.681,-0.743,0.242,5
-0.852,-0.043,0.109,4
-0.189,-0.233,-0.056,5
0.922,-0.349,2.132,5
0.026,-0.044,0.101,5
-0.241,0.242,0.657,5
-0.095,-0.006,0.009,5
-0.205,-0.372,0.615,5
-0.534,-0.5,-0.986,5
0.908,0.313,-0.356,5
0.067,0.234,-0.037,5
-0.049,0.519,-3.036,5
0.26,0.161,0.038,5
0.03,0.012,-0.019,5
0.819,-0.291,0.061,5
-0.13,0.014,-0.031,5
-0.867,0.04,-0.934,4
-0.307,-0.26,0.759,5
-0.058,-0.327,0.035,5
-0.166,0.103,0.779,5
-0.035,0.015,-0.135,5
0.485,0.625,-0.127,5
-0.388,0.277,-0.805,6
-0.237,-0.239,0.046,5
-0.222,0.311,0.323,5
-0.234,-0.193,0.006,5
-0.174,-0.072,0.023,5
-0.1,0.022,0.008,5
0.012,0.221,0.011,5
0.277,-0.11,0.874,5
-0.302,-0.039,-0.016,5
-0.396,-0.201,-0.027,5
-1.008,-0.153,-1.626,5
0.398,0.225,0.112,5
0.133,-0.445,0.007,5
0.384,-0.214,-0.515,5
-0.047,-0.116,0.129,4
-0.036,0.148,-0.006,5
-0.106,0.037,-0.02,5
0.481,0.557,-0.016,5
0.058,0.157,-0.036,5
0.078,-0.111,0.161,5
-0.269,-0.438,0.079,5
0.002,0.48,0.026,5
0.181,-0.266,-0.016,5
-0.052,-0.096,-0.033,5
0.264,0.2,0.005,5
-0.122,0.133,0.026,5
-0.082,0.04,-0.002,5
-0.23,0.226,0.005,5
0.43,-0.02,0.024,5
0.033,-0.123,0.022,5
-0.322,-0.318,0.303,5
-0.498,-0.047,0.298,5
0.331,0.29,-0.001,5
-0.083,-0.134,0.134,5
0.49,-0.187,0.232,5
-0.315,-0.148,0.017,5
0.02,0.497,-0.033,6
0.133,0.361,0.251,5
0.093,0.285,-0.031,5
-0.367,-0.178,0.262,5
-0.184,-0.157,0.033,5
0.076,0.067,0.034,5
0.126,0.009,-0.009,5
-0.037,0.13,0.026,5
0.127,-0.278,-0.014,5
0.077,-0.017,0.029,5
0.213,-0.58,0.284,5
0.089,-0.242,0.001,4
0.082,0.15,-0.033,5
0.231,-0.233,0.002,5
0.61,-0.143,0.031,5
-0.173,-0.902,0.035,5
-0.189,-0.064,0.01,5
-0.385,0.003,-0.02,5
0.031,0.446,0.002,5
0.654,0.255,-0.83,4
0.615,0.44,-0.083,5
0.02,-0.176,0.003,5
0.376,-0.235,0.041,5
0.89,-0.001,0.033,6
0.299,-0.407,0.027,5
0.04,0.259,-0.049,5
0.281,0.55,-0.024,5
0.177,0.046,0.262,5
-0.301,0.012,0.248,5
-0.122,0.319,0.278,5
0.061,-0.181,-0.51,5
0.366,-0.018,-0.131,5
-0.321,0.388,0.002,5
0.44,-0.104,-0.146,6
0.167,-0.541,0.019,5
0.53,0.014,0.014,5
-0.366,0.103,-0.009,5
-0.022,-0.058,-0.049,5
-0.169,0.039,0.023,5
-0.244,0.075,-0.019,6
-0.471,-1.026,2.049,5
0.042,-0.132,-0.234,5
0.034,0.299,-0.052,5
-0.51,-0.541,-1.555,5
-0.325,0.377,-0.101,5
-0.243,0.368,-0.153,5
0.154,-0.016,0.002,4
0.684,-0.293,-0.009,4
-0.139,-0.098,0.038,5
0.128,0.156,-0.048,5
0.159,-0.148,0.083,5
0.083,0.048,0.26,4
-0.818,-0.115,0.144,6
0.263,-0.47,-0.131,5
-0.737,0.473,-0.669,5
0.438,0.576,-0.147,5
0.271,-0.128,0.334,5
-0.215,0.137,-0.053,5
0.104,-0.347,0.456,5
-0.175,0.619,-0.032,6
-0.146,-0.082,-0.031,5
0.463,0.313,0.194,5
0.439,0.247,0.047,5
0.007,-0.054,0.095,5
0.003,0.222,0,5
-0.447,-0.566,-0.133,5
-0.189,0.24,-0.002,4
-0.571,0.276,-0.01,5
0.142,-0.052,-0.217,5
-0.305,-0.29,0.136,5
0.135,0.119,-0.035,4
-0.207,-0.026,-0.019,5
-0.327,-0.197,-0.03,5
0.242,0.287,-0.009,5
-0.16,0.388,-0.031,5
-0.204,0.083,0.133,5
0.048,-0.123,-0.012,5
0.388,0.344,-0.032,5
0.026,-0.116,0.007,5
0.014,0.079,-0.057,5
-0.258,0.358,-0.064,5
0.168,-0.42,0.47,5
0.02,-0.149,0.379,5
0.349,-0.33,0.067,4
0.027,-0.122,0.034,5
0.114,0.267,0.059,5
0.148,-0.084,0.252,5
0.212,-0.158,-0.129,4
-0.246,-0.964,1.038,5
-0.113,0.288,-0.051,5
0.051,0.444,0.086,5
-0.051,0.134,0.004,5
0.105,-0.141,-0.15,5
-0.103,0.063,-0.039,5
-0.11,0.037,0.009,5
0,0.079,0.031,5
0.372,-0.032,0.004,5
0.02,0.141,0.29,5
-0.127,0.575,-0.009,5
-0.594,-0.716,-0.533,5
0.016,-0.115,0.143,5
0.27,0.338,-1.075,5
0.069,-0.362,0.452,5
0.215,0.213,0.038,5
0.344,-0.076,0.55,5
-0.157,0.022,0.03,5
-0.315,-0.477,-0.014,5
0.299,0.015,-0.069,5
-0.056,0.208,-0.027,5
0.026,0.291,-0.048,5
-0.582,0.097,-0.019,5
-0.043,-0.517,0.668,4
-0.483,0.114,-0.065,5
0.143,0.231,-0.011,5
0.289,0.157,0.062,5
0.169,-0.02,0.499,6
-0.828,-0.912,-0.768,5
0,-0.447,0.533,5
-0.051,0.078,-0.521,5
-0.369,0.263,-0.095,5
0.427,-0.763,0.117,5
0.116,0.395,-0.061,5
0.492,-0.641,0.03,5
-0.103,0.533,-2.38,5
-0.133,-0.464,0.006,5
-0.353,-0.206,0.43,4
0.151,0.472,-0.037,5
-0.107,-0.232,0.022,5
-0.143,-0.026,-0.007,5
-0.275,0.406,-0.751,5
0.143,-0.133,0.114,5
0.259,0.051,0.053,5
-0.117,0.234,0.134,5
0.233,0.076,0.017,5
-0.779,0.108,-1.322,5
-0.099,0.113,0.009,4
0.188,-0.156,-0.005,5
-0.034,0.013,0.036,5
0.71,0.546,-0.452,5
-1.625,-0.789,-0.824,5
-0.103,-0.25,0.008,5
-0.143,-0.242,0.028,5
0.175,0.192,1.368,5
-0.294,0.138,-0.025,5
0.666,0.224,0.533,5
0.31,0.093,-0.046,5
-0.056,0.097,-0.048,5
-0.071,0.058,-0.039,5
-0.467,0.094,0.024,5
-0.216,0.21,-0.019,5
-0.302,-0.172,0,5
0.006,0.302,-0.008,4
0.077,-0.25,-0.088,5
0.164,0.208,-0.119,5
-0.179,-0.04,0.024,5
0.066,-0.26,0.045,5
0.044,0.097,-0.001,5
0.199,-0.499,0.283,5
-0.148,0.07,0.076,5
0.337,-0.142,0.004,6
-0.796,-0.018,-1.829,5
0.336,-0.044,0.043,5
-1.078,-0.187,-2.097,4
0.761,0.227,-1.127,5
0.005,0.054,0.002,6
-0.274,0.306,-0.084,5
0.169,0.201,-0.024,5
0.064,0.043,0.022,5
0.305,0.502,-0.002,5
0.225,0.639,-1.006,5
-0.313,0.256,-0.082,5
-0.212,0.772,-2.349,5
0.599,-0.142,0.558,5
-0.103,0.28,-0.008,5
-0.069,-0.323,0.024,6
-0.314,-1.006,1.954,6
0.082,-0.056,0.091,5
-0.125,-0.234,-0.035,5
0.208,-0.037,-0.098,5
-0.069,-0.164,0.15,6
0.192,0.075,-0.014,5
0.106,0.902,-1.182,5
0.402,-0.037,0.107,5
0.472,0.371,-0.808,5
0.408,-0.214,0.387,4
0.556,0.209,-0.026,5
-0.168,0.387,0.364,5
-0.018,0.067,0.007,5
0.143,-0.043,-0.05,5
-0.427,0.226,-0.049,5
0.748,0.486,0.032,5
-0.344,0.42,-0.054,5
0.055,-0.009,0.086,5
-0.053,0.043,-0.041,5
-0.394,-1.324,2.221,5
0.678,0.615,-1.259,5
0.198,0.275,-1.086,5
0.69,0.085,-0.169,5
0.263,-0.919,0.334,5
0.294,0.003,0.043,5
-0.27,0.311,-0.358,5
0.328,-0.754,0.075,5
-0.13,-0.122,0.012,5
0.267,0.039,-0.01,5
0.958,0.515,-0.948,5
0.201,0.107,-0.011,5
0.061,0.063,-0.016,5
0.177,0.369,0.111,5
0.116,0.042,0.016,5
-0.018,0.095,0.008,5
0.181,0.382,0.017,4
-0.005,-0.18,0.096,5
-0.198,0.011,0.016,5
-0.006,-0.155,0.019,5
0.044,0.014,0.008,5
-0.365,0.19,-0.005,5
0.129,-0.028,0.011,5
-0.157,0.127,0.133,5
0.057,0.165,-0.046,5
0.304,0.214,0.038,5
-0.228,0.591,-0.312,5
0.213,0.114,0.033,5
-0.165,0.208,-0.007,5
-0.273,-0.724,0.027,5
0.087,-0.053,0.01,5
-0.032,-0.01,-0.068,5
0.218,0.258,-0.01,5
-0.099,-0.922,2.491,6
-0.081,-0.012,-0.019,5
0.201,0.26,-0.014,5
-0.164,-0.117,0.033,5
0.008,-0.118,-0.593,5
0.254,0.126,-0.015,6
-0.278,0.323,-0.023,5
0.213,0.183,-0.016,5
0.249,-0.967,3.268,5
-0.193,0.406,-0.008,4
-0.22,-0.01,0.045,5
0.754,0.684,-1.782,5
0.049,-0.116,-0.011,5
-0.089,-0.83,1.823,4
0.036,-0.029,0.031,5
0.113,-0.097,0.121,5
0.228,-0.58,-0.034,5
0.233,0.045,0.078,5
-0.052,0.161,0.489,5
0.024,0.139,0.103,5
0.011,0.069,-0.014,5
0.698,-0.879,0.051,5
-0.243,0.19,-1,6
-0.668,0.062,-0.03,6
-0.431,-0.067,0.067,5
0.349,0.052,1.078,5
0.285,0.225,0.05,5
0.028,0.319,0.019,5
-0.383,0.135,-0.016,5
0.623,-0.015,-0.832,5
0.016,-1.194,3.075,5
0.236,0.661,-1.166,5
-0.43,0.29,0.03,5
-0.062,-0.256,-0.024,5
0.111,0.565,-0.623,5
0.192,0.679,-0.915,5
0.155,0.048,0.059,5
0.157,-0.017,0.032,5
-0.354,0,-1.177,5
-0.405,0.501,-0.099,5
-0.096,-0.024,0.121,5
-0.245,0.37,0.042,4
0.103,0.327,0.069,5
-0.058,-0.195,0.027,5
0.129,0.41,0.13,4
0.269,0.183,0.045,5
-0.334,0.391,-0.093,5
0.562,0.364,-0.565,5
-0.343,0.136,-0.012,5
-0.044,-0.079,-0.034,5
0.082,0.378,-0.025,5
0.128,0.265,-0.008,5
0.103,-0.379,0.019,5
0.607,0.54,-0.602,5
-0.711,0.002,0.097,5
-0.017,0.172,-0.03,5
-0.61,0.104,-0.001,5
0.238,0.323,-1.4,5
0.459,0.298,0.051,5
1.107,-0.131,2.871,5
-0.724,0.225,-1.692,5
0.147,-0.801,0.778,5
0.261,-0.506,0.037,6
0.062,0.184,0.014,5
-0.066,0.098,0.025,5
0.178,0.109,0.093,5
0.278,-0.212,0.129,5
0.527,0.059,0.047,5
-0.614,0.288,-0.802,5
-0.562,-0.903,0.514,5
0.065,0.048,-0.001,5
0.589,-1.113,4.048,5
0.525,-0.314,0.167,5
-0.049,-0.26,0.603,5
0.457,0.04,0.247,5
0.018,0.73,0.007,5
-0.646,-0.901,2.363,5
0.256,0.16,0.015,5
0.346,0.042,0.028,5
-0.034,-0.03,0.591,5
0.328,0.228,-0.036,5
-0.338,0.064,-0.903,5
0.163,-0.126,0.267,5
0.023,0.212,-0.003,5
0.066,0.237,0.049,5
0.309,-0.235,0.096,5
-0.71,0.232,-1.661,5
-0.589,0.378,-0.016,5
-0.123,-0.24,0.202,5
0.243,-0.237,0.026,5
0.092,0.374,-0.06,5
-0.761,-0.479,-0.031,5
0.32,0.065,0.212,5
-0.054,0.257,0.075,5
0.158,0.173,1.194,5
0.17,-0.211,-0.008,5
0.126,-0.181,-0.01,5
0.323,0.732,-1.331,5
0.098,0.05,0.034,5
-0.159,0.083,-0.025,5
-0.245,-0.435,-0.134,5
0.587,0.329,-0.596,5
0.359,0.813,-1.309,5
0.072,-0.069,0.075,5
0.219,-0.031,0.011,5
0.408,-0.007,0.041,5
0.381,-0.074,-0.685,5
0.013,0.594,-0.005,5
0.628,0.269,-1.618,5
0.032,0.026,-0.673,5
-0.176,-0.425,-0.089,5
-0.214,-0.038,0.599,5
-0.285,0.546,-0.039,5
0.036,0.089,0.147,5
-0.715,-0.381,-1.175,5
-0.401,0.144,-0.053,5
-0.045,0.095,-0.162,5
-0.247,0.165,0.402,5
-0.459,-0.65,0.674,5
-0.275,0.245,-1.912,5
-0.12,0.512,-0.149,6
-0.09,-0.138,-0.008,4
0.008,0.516,-0.212,5
-0.168,-0.05,0.002,5
0.28,-0.131,0.279,5
0.276,0.394,0.243,5
-0.056,-0.019,0.031,5
0.216,0.463,-0.348,4
-0.216,-0.071,0.029,5
0.197,0.553,-2.706,5
0.021,-0.184,0.034,5
-0.43,-0.017,-0.02,6
0.371,0.217,-0.683,5
0.006,-0.021,0.044,5
0.141,0.232,0.047,5
0.158,-0.152,-0.036,5
0.11,0.216,0.372,5
-0.386,0.279,-2.572,6
0.378,-0.628,0.025,5
-0.184,-0.218,0.063,5
0.265,0.113,0.036,4
0.212,-0.058,0.169,5
-0.663,-0.918,1.218,5
-0.061,0.12,0.046,5
-0.208,-0.211,0.041,5
-0.044,-0.114,0.025,5
0.366,0.116,-0.014,5
-0.472,-0.358,0.097,5
-0.183,0.358,-0.015,5
-0.07,0.135,0.047,4
-0.166,-0.177,0.102,5
0.352,0.112,0.03,5
-0.277,-0.822,1.785,4
-0.387,-0.266,0.057,5
-0.324,-0.482,-0.022,5
0.327,0.47,-0.036,5
0.413,-0.883,1.95,5
0.261,-0.076,0.056,5
0.373,0.409,-1.194,5
-0.234,-0.327,-0.864,5
0.198,0.289,-0.486,5
0.111,0.313,-0.058,5
0.51,0.143,-0.299,5
0.037,-0.047,-0.008,4
0.067,-0.106,-0.006,5
0.379,0.133,0.002,5
0.101,-0.045,-0.03,5
0.338,0.243,-0.113,5
-0.8,-0.187,-0.314,5
0.159,0,0.002,5
-0.233,0.016,0,5
-0.225,0.414,-0.02,5
0.251,0.554,-0.017,5
0.002,0.29,-0.054,5
0.188,-0.041,-0.009,5
0.851,0.116,0.79,5
0.14,-0.076,0.091,5
-0.022,0.094,-0.001,5
0.27,0.197,-0.469,5
0.118,0.205,-0.072,5
-0.166,-0.362,-0.047,5
-0.417,0.409,0.074,5
-0.539,-0.233,-0.015,5
0.921,0.707,-1.246,5
-0.118,-0.151,0,5
-0.272,-0.193,-0.029,5
0.119,0.192,-0.002,5
0.426,0.267,0.056,5
0.182,-0.076,-0.018,5
0.887,0.272,0.009,5
-0.285,-0.119,-0.022,5
0.011,-0.097,-0.031,5
-0.034,0.039,0.03,5
0.268,0.289,0.017,5
0.129,-0.105,-0.555,5
-0.091,-0.531,1.364,5
0.314,0.09,-0.041,5
-0.35,0.588,-0.018,5
0.106,0.443,0.589,5
-0.735,-0.932,0.678,5
0.481,0.077,-0.031,6
-0.339,-0.323,0.167,5
0.387,-0.018,0.023,6
-0.795,-0.709,0.834,5
-0.613,-0.885,0.499,5
0.304,0,0.034,5
0.021,-0.207,0.186,5
-0.088,0.176,-0.065,5
0.129,-0.687,1.433,5
-0.044,-0.084,0.046,5
-0.33,-0.865,1.413,5
-0.147,-0.134,-0.253,4
-0.529,0.128,-0.003,5
-0.317,0.345,-0.001,5
0.462,-0.287,-0.031,5
-0.326,-0.194,0.011,5
-0.056,-0.02,0.128,5
-0.364,0.235,-0.028,5
-0.086,-0.15,-0.52,5
-0.004,0.32,-0.038,5
-0.013,-0.045,-0.025,5
0.467,0.383,-0.492,5
-0.18,-0.33,-0.053,4
0.243,0.126,0.038,5
-0.232,0.142,0.142,6
0.363,-0.166,0.03,5
-0.228,0.321,-1.481,5
-0.057,-0.182,0.002,5
0.282,0.095,0.186,5
-0.385,0.28,0.457,5
0.343,0.47,-0.022,5
-0.211,-0.182,0.105,5
0.456,-0.418,0.924,5
0.008,-0.459,-0.081,5
-0.16,-0.778,0.073,5
-0.059,-0.172,0.057,6
-0.368,0.696,-1.186,6
-0.072,0.121,0.018,5
0.332,-0.056,-0.043,5
-0.109,-0.244,0.009,5
0.325,0.151,-0.067,5
-0.011,0.197,-0.026,5
0.018,-0.074,-0.032,5
0.484,0.277,-0.449,5
-0.134,0.063,-0.002,5
-0.163,0.046,-0.05,6
0.149,0.14,-0.046,5
0.143,0.043,0.233,5
0.193,0.143,0.01,5
0.678,-0.159,0.002,5
-0.36,0.464,-0.301,4
-0.306,-0.293,0.003,5
-0.031,0.129,-0.064,4
0.313,-0.09,-0.045,5
0.152,-0.01,0.015,5
0.008,-0.08,0.295,5
0.109,-0.149,-0.419,5
0.422,0.749,-2.205,5
-0.047,-0.131,0.016,5
0.109,0.315,0.05,5
-0.862,-0.379,-0.22,6
-0.241,0.085,0.035,5
1.024,0.236,-0.683,5
-0.117,-0.008,0.036,5
0.736,0.321,-0.015,5
0.046,-0.155,-0.015,5
-0.857,-0.353,0.132,5
